advertisement,city,community,distance,houseInfo,link,price,time,title
1,未来科技城,FUNLIVE方隅,1115.825,40.00-43.00㎡2间在租1室0厅1卫,/apartment/27915.html,,1天前维护,独栋·FUNLIVE方隅 未来科技城服务式公寓 高档整租一室独卫独厨 开间,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林十里风荷,,--105.00㎡南3室2厅2卫,/zufang/HZ2521736920435277824.html,,,整租·十里风荷 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
1,闲林,美好生活公寓,7.643,70.00-73.00㎡2间在租2室2厅1卫,/apartment/38361.html,,1天前维护,独栋·美好生活公寓 绿城闲林店 经典网红两居 2室2厅,https://hz.lianjia.com/zufang/xianlin1/
1,未来科技城,FUNLIVE方隅,1115.825,60.00-65.00㎡4间在租1室1厅1卫,/apartment/27915.html,,1天前维护,独栋·FUNLIVE方隅 未来科技城服务式公寓 阿里高档一室一厅 1室1厅,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林绿城桃源小镇品霞苑,,--89.00㎡南3室2厅1卫,/zufang/HZ2524675376006316032.html,,,整租·绿城桃源小镇品霞苑 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
1,闲林,美好生活公寓,7.643,40.00㎡3间在租1室1厅1卫,/apartment/38361.html,,3天前维护,独栋·美好生活公寓 绿城闲林店 绿野之界（一居室） 1室1厅,https://hz.lianjia.com/zufang/xianlin1/
1,未来科技城,FUNLIVE方隅,1115.825,43.00㎡5间在租1室0厅1卫,/apartment/27915.html,,1天前维护,独栋·FUNLIVE方隅 未来科技城服务式公寓 阿里高档一室独卫独厨 开间,https://hz.lianjia.com/zufang/weilaikejicheng/
1,闲林,美好生活公寓,7.643,70.00㎡2间在租2室2厅1卫,/apartment/38361.html,,1天前维护,独栋·美好生活公寓 绿城闲林店 米兰风情两居 2室2厅,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城富力十号一期,3.722,精选--61.66㎡北1室1厅1卫,/zufang/HZ2796788985886941184.html,4490,今天维护,整租·富力十号一期 1室1厅 北,https://hz.lianjia.com/zufang/weilaikejicheng/
1,闲林,美好生活公寓,7.643,45.00-48.00㎡3间在租1室1厅1卫,/apartment/38361.html,,3天前维护,独栋·美好生活公寓 绿城闲林店 店长首推网红一居 1室1厅,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城富力十号一期,3.722,精选--54.00㎡北1室2厅1卫,/zufang/HZ2827267599841640448.html,4490,今天维护,整租·富力十号一期 1室2厅 北,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林南湖大厦,,--47.77㎡东南南1室1厅1卫,/zufang/HZ2601205847460167680.html,,,整租·南湖大厦 1室1厅 东南/南,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城北大资源未名府,5.74,精选--8.00㎡北4室1厅2卫,/zufang/HZ2827904259436593152.html,1530,今天维护,合租·北大资源未名府 4居室 北卧,https://hz.lianjia.com/zufang/weilaikejicheng/
1,闲林,美好生活公寓,7.643,91.00-93.00㎡3间在租3室2厅2卫,/apartment/38361.html,,1天前维护,独栋·美好生活公寓 绿城闲林店 豪华超大三居室 3室2厅,https://hz.lianjia.com/zufang/xianlin1/
1,未来科技城,方隅公寓,173.751,130.00㎡2间在租2室2厅2卫,/apartment/26260.html,,2天前维护,独栋·方隅公寓 杭州方隅公寓 两卧两卫朝南加浴缸 2室2厅,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林新明半岛,5.023,--145.69㎡东南3室2厅2卫,/zufang/HZ2606285480441937920.html,3999,3天前维护,整租·新明半岛 3室2厅 东南,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城阳光城未来悦MAX,,--89.55㎡南3室2厅2卫,/zufang/HZ2665247842490662912.html,,,整租·阳光城未来悦MAX 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/
1,闲林,美好生活公寓,7.643,45.00㎡3间在租1室1厅1卫,/apartment/38361.html,,1天前维护,独栋·美好生活公寓 绿城闲林店 个性潮人一室一厅 1室1厅,https://hz.lianjia.com/zufang/xianlin1/
1,未来科技城,方隅公寓,173.751,38.00㎡1间在租1室0厅1卫,/apartment/26260.html,,4天前维护,独栋·方隅公寓 杭州方隅公寓 可短租边套安静小一室 开间,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林东海闲湖城印象加州,,--89.00㎡南北3室2厅2卫,/zufang/HZ2603434858017456128.html,,,整租·东海闲湖城印象加州 3室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
1,闲林,美好生活公寓,7.643,96.00㎡3间在租3室2厅2卫,/apartment/38361.html,,1天前维护,独栋·美好生活公寓 绿城闲林店 智能家居大三房两厅 3室2厅,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城南湖丽景,,--112.00㎡南4室2厅2卫,/zufang/HZ2666445435316469760.html,,,整租·南湖丽景 4室2厅 跃层 南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林悦青蓝,,--89.00㎡南3室2厅2卫,/zufang/HZ2607780195507380224.html,,,整租·悦青蓝 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林融创金成未来海,3.296,--89.00㎡南北3室1厅2卫,/zufang/HZ2600682947170811904.html,2500,4天前维护,整租·融创金成未来海 3室1厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城中南樾府,,--109.00㎡南4室2厅2卫,/zufang/HZ2561417988855578624.html,,,整租·中南樾府 4室2厅 复式 南,https://hz.lianjia.com/zufang/weilaikejicheng/
1,未来科技城,方隅公寓,173.751,43.00㎡1间在租1室0厅1卫,/apartment/26260.html,,2天前维护,独栋·方隅公寓 杭州方隅公寓 阳光房带地暖小一室 开间,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林竹海水韵竹邻间,4.264,--124.61㎡南北3室2厅2卫,/zufang/HZ2761444597644132352.html,4200,3天前维护,整租·竹海水韵竹邻间 3室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城湖山帝景湾,,--131.00㎡东南南3室2厅2卫,/zufang/HZ2562216043993112576.html,,,整租·湖山帝景湾 3室2厅 东南/南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,未来科技城,余杭未来科技城杉杉恒和依山郡,,--58.00㎡东南1室1厅1卫,/zufang/HZ2592711426414223360.html,,,整租·杉杉恒和依山郡 1室1厅 东南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,未来科技城,余杭未来科技城理想西溪金座,,--81.98㎡南2室1厅1卫,/zufang/HZ2599422467416268800.html,,,整租·理想西溪金座 2室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林融创金成未来海,,--139.32㎡南北4室2厅2卫,/zufang/HZ2761550706589564928.html,,,整租·融创金成未来海 4室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城新湖果岭,,--330.00㎡南6室3厅3卫,/zufang/HZ2589079666669125632.html,,,整租·新湖果岭 6室3厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,未来科技城,余杭未来科技城青枫墅园二期-鹭语阁排屋,,--178.25㎡南5室2厅3卫,/zufang/HZ2614264558000816128.html,,,整租·青枫墅园二期-鹭语阁排屋 5室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/
1,未来科技城,方隅公寓,173.751,63.00㎡1间在租1室1厅1卫,/apartment/26260.html,,2天前维护,独栋·方隅公寓 杭州方隅公寓 杭师大旁网红公寓一居 1室1厅,https://hz.lianjia.com/zufang/weilaikejicheng/
1,闲林,美好生活公寓,7.643,90.00㎡3间在租3室2厅2卫,/apartment/38361.html,,1天前维护,独栋·美好生活公寓 绿城闲林店 日系实木大三居 3室2厅,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城碧景园,,--130.00㎡南4室2厅2卫,/zufang/HZ2603567158864642048.html,,,整租·碧景园 4室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林绿城桃源小镇,,--124.54㎡南4室2厅3卫,/zufang/HZ2762387397760532480.html,,,整租·绿城桃源小镇 4室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
1,闲林,美好生活公寓,7.643,76.00㎡3间在租2室2厅1卫,/apartment/38361.html,,3天前维护,独栋·美好生活公寓 绿城闲林店 亲昵室友两居室 2室2厅,https://hz.lianjia.com/zufang/xianlin1/
1,未来科技城,方隅公寓,173.751,63.00㎡2间在租1室1厅1卫,/apartment/26260.html,,2天前维护,独栋·方隅公寓 杭州方隅公寓 应届生可月付朝南一居 1室1厅,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林绿城桃源小镇,,--83.00㎡西南2室1厅1卫,/zufang/HZ2780449747851821056.html,,,整租·绿城桃源小镇 2室1厅 西南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林荆山翠谷,,--150.00㎡南3室2厅2卫,/zufang/HZ2619504141084663808.html,,,整租·荆山翠谷 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林怡景花城鸣翠苑,,--179.69㎡南北6室2厅2卫,/zufang/HZ2764436676511277056.html,,,整租·怡景花城鸣翠苑 6室2厅 跃层 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城华夏四季,,--129.14㎡西4室2厅2卫,/zufang/HZ2607992020744011776.html,,,整租·华夏四季 4室2厅 西,https://hz.lianjia.com/zufang/weilaikejicheng/
0,未来科技城,余杭未来科技城飞鸟客,,--45.00㎡南1室1厅1卫,/zufang/HZ2609520651546918912.html,,,整租·飞鸟客 1室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,未来科技城,余杭未来科技城保亿丽景山,,--256.00㎡南5室2厅4卫,/zufang/HZ2610002803602759680.html,,,整租·保亿丽景山 5室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,未来科技城,余杭未来科技城锦绣时代中心,,--95.00㎡南北3室1厅1卫,/zufang/HZ2677365213120446464.html,,,整租·锦绣时代中心 3室1厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林绿城桃源小镇,,--248.00㎡南北5室2厅1卫,/zufang/HZ2781854305848926208.html,,,整租·绿城桃源小镇 5室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林中港罗兰小镇,,--89.57㎡南北3室2厅1卫,/zufang/HZ2781296168524070912.html,,,整租·中港罗兰小镇 3室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林竹海水韵,4.235,--60.00㎡南4室2厅2卫,/zufang/HZ2699997368509530112.html,2200,今天维护,合租·竹海水韵 4居室 南卧,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林绿城桃源小镇,,--249.36㎡南北5室3厅4卫,/zufang/HZ2622941903397855232.html,,,整租·绿城桃源小镇 5室3厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城创客空间大厦,2.312,精选--45.00㎡西2室1厅1卫,/zufang/HZ2814492130095923200.html,4200,3天前维护,整租·创客空间大厦 2室1厅 LOFT 西,https://hz.lianjia.com/zufang/weilaikejicheng/
0,未来科技城,余杭未来科技城欧美金融城,1.901,精选--45.00㎡南1室1厅1卫,/zufang/HZ2812364957910843392.html,4500,5天前维护,整租·欧美金融城 1室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林南湖大厦,,--46.02㎡南1室1厅1卫,/zufang/HZ2620860682916069376.html,,,整租·南湖大厦 1室1厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林闲林山水紫薇苑,,--146.71㎡南4室2厅2卫,/zufang/HZ2765754347823841280.html,,,整租·闲林山水紫薇苑 4室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林闲林山水海棠苑,5.425,--170.00㎡南4室2厅2卫,/zufang/HZ2766514121716269056.html,5000,今天维护,整租·闲林山水海棠苑 4室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林绿城桃源小镇品霞苑,6.25,--124.00㎡南北4室2厅2卫,/zufang/HZ2767196488865161216.html,1600,3天前维护,整租·绿城桃源小镇品霞苑 4室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城青枫墅园,,--137.39㎡南4室2厅1卫,/zufang/HZ2508438686874468352.html,,,整租·青枫墅园 4室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林绿城桃源小镇品霞苑,,--125.00㎡南4室2厅2卫,/zufang/HZ2803011824155901952.html,,,整租·绿城桃源小镇品霞苑 4室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城中南樾府,,--109.17㎡南北4室2厅2卫,/zufang/HZ2768696678914457600.html,,,整租·中南樾府 4室2厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林新西湖小镇,,--72.42㎡南北2室1厅1卫,/zufang/HZ2803686190879358976.html,,,整租·新西湖小镇 2室1厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林融创金成西溪海,,--305.00㎡南6室3厅4卫,/zufang/HZ2824517871315992576.html,,,整租·融创金成西溪海 6室3厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林闲林山水紫薇苑,,--146.00㎡南北3室2厅2卫,/zufang/HZ2804399988615159808.html,,,整租·闲林山水紫薇苑 3室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林绿城桃源小镇,,--119.00㎡东3室1厅1卫,/zufang/HZ2821042724424122368.html,,,整租·绿城桃源小镇 3室1厅 东,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城中南未来里,5.628,精选--52.00㎡东2室2厅2卫,/zufang/HZ2824733769138192384.html,3500,3天前维护,合租·中南未来里 2居室 东卧,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林融创金成未来海,,--89.00㎡南3室2厅2卫,/zufang/HZ2640710962537578496.html,,,整租·融创金成未来海 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林十里风荷,,--137.00㎡南4室2厅3卫,/zufang/HZ2641193114484097024.html,,,整租·十里风荷 4室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林融创金成西溪海,3.296,--88.00㎡南北3室2厅1卫,/zufang/HZ2765940872188272640.html,4000,1天前维护,整租·融创金成西溪海 3室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林杭州宏丰家居城宏丰公寓,,--58.00㎡北2室2厅1卫,/zufang/HZ2785446701220511744.html,,,整租·杭州宏丰家居城宏丰公寓 2室2厅 北,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林雅居乐国际花园,,--81.01㎡南2室2厅1卫,/zufang/HZ2785534123509555200.html,,,整租·雅居乐国际花园 2室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城融创金成英特学府,,--181.00㎡南北5室2厅3卫,/zufang/HZ2529457673670770688.html,,,整租·融创金成英特学府 5室2厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林白云深处,,--237.00㎡南6室3厅4卫,/zufang/HZ2785521773499138048.html,,,整租·白云深处 6室3厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林雅居乐国际花园,,--89.00㎡南3室2厅1卫,/zufang/HZ2651321578142842880.html,,,整租·雅居乐国际花园 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林东海·闲湖城,,--200.00㎡南4室2厅3卫,/zufang/HZ2651252909794672640.html,,,整租·东海·闲湖城 4室2厅 跃层 南,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城欣龙华府公寓,,--178.00㎡西南4室4厅3卫,/zufang/HZ2769656807117815808.html,,,整租·欣龙华府公寓 4室4厅 西南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林绿城桃源小镇,,--127.00㎡南4室2厅2卫,/zufang/HZ2770248867781025792.html,,,整租·绿城桃源小镇 4室2厅 跃层 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林融创金成未来海,,--95.00㎡南北3室2厅2卫,/zufang/HZ2770171212951715840.html,,,整租·融创金成未来海 3室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林新明半岛,,--182.60㎡南4室2厅2卫,/zufang/HZ2770451191442972672.html,,,整租·新明半岛 4室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林金岸提香,,--131.00㎡南4室2厅2卫,/zufang/HZ2770269153599700992.html,,,整租·金岸提香 4室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城锦绣时代中心,,--89.98㎡南3室2厅1卫,/zufang/HZ2554227970239627264.html,,,整租·锦绣时代中心 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,未来科技城,余杭未来科技城欧美金融城,1.901,精选--45.00㎡西2室2厅1卫,/zufang/HZ2822398637194354688.html,5000,7天前维护,整租·欧美金融城 2室2厅 LOFT 西,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林恒厚阳光城,,--126.00㎡南4室2厅2卫,/zufang/HZ2770397850205962240.html,,,整租·恒厚阳光城 4室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
1,未来科技城,未莱公寓,1125.202,42.00㎡2间在租2室1厅1卫,/apartment/41407.html,,3天前维护,独栋·未莱公寓 欧美金融城店 loft 2室1厅,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林新明半岛,,--89.00㎡东4室2厅2卫,/zufang/HZ2787141089356947456.html,,,整租·新明半岛 4室2厅 东,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林融创金成未来海,,--139.00㎡南4室2厅2卫,/zufang/HZ2786290880339263488.html,,,整租·融创金成未来海 4室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林东海·闲湖城,,--200.00㎡南5室2厅3卫,/zufang/HZ2769562589712089088.html,,,整租·东海·闲湖城 5室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林绿城桃花源,,--407.54㎡南6室2厅4卫,/zufang/HZ2772322721034403840.html,,,整租·绿城桃花源 6室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林绿城桃源小镇,,--88.63㎡南2室2厅1卫,/zufang/HZ2772318010059530240.html,,,整租·绿城桃源小镇 2室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林绿城桃源小镇,,--310.00㎡南5室2厅3卫,/zufang/HZ2787689884490399744.html,,,整租·绿城桃源小镇 5室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林荆山翠谷,,--242.18㎡东南4室2厅3卫,/zufang/HZ2736139734572072960.html,,,整租·荆山翠谷 4室2厅 东南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林盛世嘉园,,--93.00㎡南4室2厅1卫,/zufang/HZ2694345777870020608.html,,,整租·盛世嘉园 4室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
1,未来科技城,未莱公寓,1125.202,35.00㎡2间在租2室2厅2卫,/apartment/41408.html,,4天前维护,独栋·未莱公寓 中南未来里店 双钥匙 2室2厅,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林绿城桃源小镇,,--89.00㎡南3室1厅1卫,/zufang/HZ2693511131221467136.html,,,整租·绿城桃源小镇 3室1厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林竹海水韵,,--89.10㎡东南3室2厅1卫,/zufang/HZ2696203817355321344.html,,,整租·竹海水韵 3室2厅 东南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林新西湖小镇,,--174.30㎡南4室2厅2卫,/zufang/HZ2701305756091170816.html,,,整租·新西湖小镇 4室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
1,未来科技城,未莱公寓,1125.202,45.00㎡1间在租1室1厅1卫,/apartment/41407.html,,3天前维护,独栋·未莱公寓 欧美金融城店 平层 1室1厅,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林盛世嘉园,,--249.74㎡南5室3厅3卫,/zufang/HZ2739714327665197056.html,,,整租·盛世嘉园 5室3厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林中港罗兰小镇,,--109.00㎡南3室2厅2卫,/zufang/HZ2739258926469226496.html,,,整租·中港罗兰小镇 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城西溪蓝海,2.159,精选--25.00㎡南4室3厅4卫,/zufang/HZ2791757755650670592.html,1880,1个月前维护,合租·西溪蓝海 4居室 南卧,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林盛世嘉园,6.039,--117.07㎡南北3室2厅1卫,/zufang/HZ2716017975731175424.html,4700,2天前维护,整租·盛世嘉园 3室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林绿城桃源小镇品霞苑,,--87.37㎡南北3室1厅1卫,/zufang/HZ2710649869810270208.html,,,整租·绿城桃源小镇品霞苑 3室1厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林竹海水韵,,--88.92㎡南3室2厅1卫,/zufang/HZ2740415098253754368.html,,,整租·竹海水韵 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林杭州宏丰家居城宏丰公寓,,--58.00㎡北2室1厅1卫,/zufang/HZ2710204430631829504.html,,,整租·杭州宏丰家居城宏丰公寓 2室1厅 北,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林绿城桃源小镇,,--264.00㎡南北5室2厅3卫,/zufang/HZ2707937178876919808.html,,,整租·绿城桃源小镇 5室2厅 跃层 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林佳兆业西溪璞园,6.449,--89.04㎡南4室1厅1卫,/zufang/HZ2724671568969211904.html,4000,3天前维护,整租·佳兆业西溪璞园 4室1厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林新西湖小镇,7.364,--77.47㎡南2室1厅1卫,/zufang/HZ2725897547360518144.html,2600,4天前维护,整租·新西湖小镇 2室1厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城众安学君里,,--118.53㎡南北3室2厅2卫,/zufang/HZ2818751576544919552.html,,,整租·众安学君里 3室2厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林江南新港公寓,,--86.09㎡南2室2厅1卫,/zufang/HZ2729093975654285312.html,,,整租·江南新港公寓 2室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林竹海水韵春风里,4.035,--131.00㎡南北3室2厅2卫,/zufang/HZ2746194802474491904.html,3800,1天前维护,整租·竹海水韵春风里 3室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城仓乐雅苑,3.227,精选--23.00㎡南3室3厅3卫,/zufang/HZ2630094367917867008.html,1480,1个月前维护,合租·仓乐雅苑 3居室 南卧,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林华元玉榕庄,,--283.03㎡南6室2厅5卫,/zufang/HZ2747829852139954176.html,,,整租·华元玉榕庄 6室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林中惠家园,,--119.99㎡南北3室2厅2卫,/zufang/HZ2727376625204740096.html,,,整租·中惠家园 3室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城紫竹人家,,--119.80㎡南3室2厅2卫,/zufang/HZ2821727592250343424.html,,,整租·紫竹人家 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,未来科技城,余杭未来科技城景瑞御蓝湾,,--86.90㎡东南3室1厅1卫,/zufang/HZ2821747048015986688.html,,,整租·景瑞御蓝湾 3室1厅 东南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林佳兆业西溪璞园,6.449,--124.34㎡南北4室2厅2卫,/zufang/HZ2751590538473119744.html,4900,2天前维护,整租·佳兆业西溪璞园 4室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城南湖明筑花苑,,--89.72㎡南2室2厅1卫,/zufang/HZ2795583154440634368.html,,,整租·南湖明筑花苑 2室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,未来科技城,余杭未来科技城西园凤都苑,,--145.00㎡南4室2厅2卫,/zufang/HZ2817474437786370048.html,,,整租·西园凤都苑 4室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,未来科技城,余杭未来科技城合景叠彩园,,--91.95㎡南北2室2厅2卫,/zufang/HZ2817395220336091136.html,,,整租·合景叠彩园 2室2厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/
0,未来科技城,余杭未来科技城欣龙华府公寓,,--89.00㎡南2室2厅1卫,/zufang/HZ2817324112748216320.html,,,整租·欣龙华府公寓 2室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林中港罗兰小镇,,--109.00㎡东南4室1厅2卫,/zufang/HZ2618620976296108032.html,,,整租·中港罗兰小镇 4室1厅 东/南,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城欧美金融城,1.901,精选--29.00㎡南3室2厅3卫,/zufang/HZ2775119570779258880.html,3288,18天前维护,合租·欧美金融城 3居室 南卧,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林雅居乐国际花园,,--137.74㎡南北4室2厅2卫,/zufang/HZ2480358235455373312.html,,,整租·雅居乐国际花园 4室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林爵士风情花园,,--122.41㎡南3室2厅1卫,/zufang/HZ2632505653523906560.html,,,整租·爵士风情花园 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/
0,闲林,余杭闲林闲林山水紫薇苑,5.25,--202.00㎡东南北5室2厅2卫,/zufang/HZ2628256110884700160.html,6000,今天维护,整租·闲林山水紫薇苑 5室2厅 跃层 东/南/北,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城瑞城温莎郡,,--90.00㎡南3室1厅1卫,/zufang/HZ2817321652311040000.html,,,合租·瑞城温莎郡 3居室 南卧,https://hz.lianjia.com/zufang/weilaikejicheng/
0,闲林,余杭闲林竹海水韵,4.235,--223.10㎡南4室2厅3卫,/zufang/HZ2630242980925014016.html,8000,2天前维护,整租·竹海水韵 4室2厅 跃层 南,https://hz.lianjia.com/zufang/xianlin1/
0,未来科技城,余杭未来科技城金沙公寓,,--90.00㎡南2室2厅1卫,/zufang/HZ2797741762322636800.html,,,整租·金沙公寓 2室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/
0,未来科技城,余杭未来科技城紫祥公寓,,--160.00㎡南3室2厅2卫,/zufang/HZ2797628249944104960.html,,,整租·紫祥公寓 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/
