advertisement,city,community,distance,houseInfo,link,position,price,time,title,url
0,闲林,余杭闲林闲林山水木兰苑,,--200.00㎡南5室3厅2卫,/zufang/HZ2801243045029216256.html,,,,整租·闲林山水木兰苑 5室3厅 南,https://hz.lianjia.com/zufang/xianlin1/pg19/
0,未来科技城,余杭未来科技城盛奥西溪铭座,,--41.00㎡南1室0厅1卫,/zufang/HZ2802387219787292672.html,,,,整租·盛奥西溪铭座 1室0厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,未来科技城,余杭未来科技城合景映月台,2.743,--120.00㎡南北4室2厅2卫,/zufang/HZ2802147131190673408.html,"(30.27820381869327, 120.02064220978107)",7500,今天维护,整租·合景映月台 4室2厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林华元玉榕庄,,--605.00㎡南北5室2厅4卫,/zufang/HZ2757965978498236416.html,,,,整租·华元玉榕庄 5室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/pg19/
0,闲林,余杭闲林盛世嘉园,,--150.00㎡南3室2厅2卫,/zufang/HZ2801268487878877184.html,,,,整租·盛世嘉园 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg19/
0,闲林,余杭闲林融创金成未来海,,--89.00㎡东东南西西北3室2厅2卫,/zufang/HZ2810739755841757184.html,,,,整租·融创金成未来海 3室2厅 东/东南/西/西北,https://hz.lianjia.com/zufang/xianlin1/pg19/
0,闲林,余杭闲林融创金成未来海,,--81.84㎡南2室2厅1卫,/zufang/HZ2810829104532684800.html,,,,整租·融创金成未来海 2室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg19/
0,未来科技城,余杭未来科技城中园花苑,,--90.00㎡南2室2厅1卫,/zufang/HZ2761497594630258688.html,,,,整租·中园花苑 2室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,未来科技城,余杭未来科技城苕溪南湖人家,,--90.09㎡南3室2厅1卫,/zufang/HZ2759982167319642112.html,,,,整租·苕溪南湖人家 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,未来科技城,余杭未来科技城圆乡名筑,,--96.00㎡南3室2厅1卫,/zufang/HZ2802760056872386560.html,,,,整租·圆乡名筑 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林闲林山水紫薇苑,,--89.00㎡东南3室2厅2卫,/zufang/HZ2759256944207740928.html,,,,整租·闲林山水紫薇苑 3室2厅 东南,https://hz.lianjia.com/zufang/xianlin1/pg19/
0,未来科技城,余杭未来科技城中南樾府,,--89.07㎡南3室2厅2卫,/zufang/HZ2802157999110488064.html,,,,整租·中南樾府 3室2厅 跃层 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,未来科技城,余杭未来科技城西溪永乐城,,--108.00㎡南西4室2厅2卫,/zufang/HZ2802719969190879232.html,,,,整租·西溪永乐城 4室2厅 南/西,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,未来科技城,余杭未来科技城中南未来里,,--68.59㎡东南3室2厅2卫,/zufang/HZ2803490437476917248.html,,,,整租·中南未来里 3室2厅 东南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,未来科技城,余杭未来科技城飞鸟客,,--38.00㎡东1室1厅1卫,/zufang/HZ2802962656267337728.html,,,,整租·飞鸟客 1室1厅 东,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,未来科技城,余杭未来科技城西城时代家园,,--116.00㎡南北3室2厅2卫,/zufang/HZ2802877861567143936.html,,,,整租·西城时代家园 3室2厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林竹海水韵,4.235,--163.00㎡东南南3室2厅2卫,/zufang/HZ2802708495873884160.html,"(30.24352799701941, 119.98671186321094)",4500,3天前维护,整租·竹海水韵 3室2厅 东南/南,https://hz.lianjia.com/zufang/xianlin1/pg19/
0,未来科技城,余杭未来科技城福临花苑,,--85.74㎡南3室1厅2卫,/zufang/HZ2811640272255975424.html,,,,整租·福临花苑 3室1厅 跃层 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,未来科技城,余杭未来科技城西溪北苑东区,,--90.00㎡南2室2厅1卫,/zufang/HZ2812381491588505600.html,,,,整租·西溪北苑东区 2室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg12/
0,未来科技城,余杭未来科技城富力新线公园,,--133.00㎡东4室2厅2卫,/zufang/HZ2762407078365495296.html,,,,整租·富力新线公园 4室2厅 东,https://hz.lianjia.com/zufang/weilaikejicheng/pg12/
0,未来科技城,余杭未来科技城北大资源未名府,5.74,--130.00㎡南北4室2厅2卫,/zufang/HZ2803011152940892160.html,"(30.300370881721904, 120.0478610463945)",8500,3天前维护,整租·北大资源未名府 4室2厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg12/
0,闲林,余杭闲林新西湖小镇,,--130.00㎡西南3室2厅2卫,/zufang/HZ2749840714757586944.html,,,,整租·新西湖小镇 3室2厅 西南,https://hz.lianjia.com/zufang/xianlin1/pg20/
0,未来科技城,余杭未来科技城飞鸟客,,--62.80㎡南3室2厅2卫,/zufang/HZ2803032714683621376.html,,,,整租·飞鸟客 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg12/
0,未来科技城,余杭未来科技城宝林西路,,--77.00㎡南2室2厅1卫,/zufang/HZ2813049086909874176.html,,,,整租·宝林西路 2室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg12/
0,未来科技城,余杭未来科技城华夏四季,,--139.00㎡东北4室2厅3卫,/zufang/HZ2813667728085221376.html,,,,整租·华夏四季 4室2厅 东北,https://hz.lianjia.com/zufang/weilaikejicheng/pg12/
0,未来科技城,余杭未来科技城飞鸟客,,--58.56㎡南北1室1厅1卫,/zufang/HZ2765309362955091968.html,,,,整租·飞鸟客 1室1厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg12/
0,未来科技城,余杭未来科技城众安学君里,,--89.00㎡南北2室1厅1卫,/zufang/HZ2765834497282293760.html,,,,整租·众安学君里 2室1厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg12/
0,未来科技城,余杭未来科技城庭院深深,,--116.00㎡南3室1厅1卫,/zufang/HZ2803580713360957440.html,,,,整租·庭院深深 3室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg12/
0,未来科技城,余杭未来科技城西溪八方城,,--43.00㎡东2室1厅1卫,/zufang/HZ2804903973767610368.html,,,,整租·西溪八方城 2室1厅 东,https://hz.lianjia.com/zufang/weilaikejicheng/pg12/
0,未来科技城,余杭未来科技城南湖丽景,,--128.00㎡南北3室2厅1卫,/zufang/HZ2813686911691407360.html,,,,整租·南湖丽景 3室2厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg12/
0,未来科技城,余杭未来科技城富力西溪悦墅,,--132.30㎡南4室2厅2卫,/zufang/HZ2768187666603720704.html,,,,整租·富力西溪悦墅 4室2厅 跃层 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg12/
0,未来科技城,余杭未来科技城创客空间大厦,,--42.00㎡北2室1厅1卫,/zufang/HZ2814316803491102720.html,,,,整租·创客空间大厦 2室1厅 LOFT 北,https://hz.lianjia.com/zufang/weilaikejicheng/pg12/
0,未来科技城,余杭未来科技城锦绣时代中心,,--85.00㎡南2室1厅1卫,/zufang/HZ2814524559322259456.html,,,,整租·锦绣时代中心 2室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg12/
0,未来科技城,余杭未来科技城金汇公寓,,--62.20㎡南北2室2厅1卫,/zufang/HZ2814403557099307008.html,,,,整租·金汇公寓 2室2厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg12/
0,未来科技城,余杭未来科技城南湖丽景,,--112.00㎡南4室2厅2卫,/zufang/HZ2666445435316469760.html,,,,整租·南湖丽景 4室2厅 跃层 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg13/
0,未来科技城,余杭未来科技城华夏四季,,--129.00㎡南北4室2厅2卫,/zufang/HZ2562824239069798400.html,,,,整租·华夏四季 4室2厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg13/
0,未来科技城,余杭未来科技城中南樾府,,--109.00㎡南4室2厅2卫,/zufang/HZ2561417988855578624.html,,,,整租·中南樾府 4室2厅 复式 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg13/
0,未来科技城,余杭未来科技城湖山帝景湾,,--131.00㎡东南南3室2厅2卫,/zufang/HZ2562216043993112576.html,,,,整租·湖山帝景湾 3室2厅 东南/南,https://hz.lianjia.com/zufang/weilaikejicheng/pg13/
0,未来科技城,余杭未来科技城理想西溪金座,,--81.98㎡南2室1厅1卫,/zufang/HZ2599422467416268800.html,,,,整租·理想西溪金座 2室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg13/
0,未来科技城,余杭未来科技城新湖果岭,,--330.00㎡南6室3厅3卫,/zufang/HZ2589079666669125632.html,,,,整租·新湖果岭 6室3厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg13/
0,未来科技城,余杭未来科技城青枫墅园二期-鹭语阁排屋,,--178.25㎡南5室2厅3卫,/zufang/HZ2614264558000816128.html,,,,整租·青枫墅园二期-鹭语阁排屋 5室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg13/
0,未来科技城,余杭未来科技城碧景园,,--130.00㎡南4室2厅2卫,/zufang/HZ2603567158864642048.html,,,,整租·碧景园 4室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg13/
0,未来科技城,余杭未来科技城华夏四季,,--129.14㎡西4室2厅2卫,/zufang/HZ2607992020744011776.html,,,,整租·华夏四季 4室2厅 西,https://hz.lianjia.com/zufang/weilaikejicheng/pg13/
0,未来科技城,余杭未来科技城飞鸟客,,--45.00㎡南1室1厅1卫,/zufang/HZ2609520651546918912.html,,,,整租·飞鸟客 1室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg13/
0,未来科技城,余杭未来科技城保亿丽景山,,--256.00㎡南5室2厅4卫,/zufang/HZ2610002803602759680.html,,,,整租·保亿丽景山 5室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg13/
0,未来科技城,余杭未来科技城锦绣时代中心,,--95.00㎡南北3室1厅1卫,/zufang/HZ2677365213120446464.html,,,,整租·锦绣时代中心 3室1厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg13/
0,未来科技城,余杭未来科技城万科溪望,3.12,--89.13㎡南3室2厅2卫,/zufang/HZ2610118831196618752.html,"(30.27801123063249, 120.02457553028705)",8500,3天前维护,整租·万科溪望 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg13/
0,未来科技城,余杭未来科技城西溪泊岸,,--46.14㎡南2室1厅1卫,/zufang/HZ2683992471952179200.html,,,,整租·西溪泊岸 2室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg13/
0,未来科技城,余杭未来科技城杉杉恒和依山郡,,--55.71㎡西北1室1厅1卫,/zufang/HZ2685346231139704832.html,,,,整租·杉杉恒和依山郡 1室1厅 西北,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城东原印未来,,--94.25㎡南3室2厅1卫,/zufang/HZ2640640044440240128.html,,,,整租·东原印未来 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城合景天峻,,--127.94㎡南4室2厅2卫,/zufang/HZ2797628510561378304.html,,,,整租·合景天峻 4室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城同城印象花苑北区,,--71.00㎡南2室1厅1卫,/zufang/HZ2798546733498908672.html,,,,整租·同城印象花苑北区 2室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城钱神花苑,,--145.62㎡南9室2厅2卫,/zufang/HZ2807074409889153024.html,,,,整租·钱神花苑 9室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城宝林公寓,,--131.80㎡南3室2厅2卫,/zufang/HZ2807222481092886528.html,,,,整租·宝林公寓 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城西溪蓝海,,--38.00㎡南1室1厅1卫,/zufang/HZ2807161712740925440.html,,,,整租·西溪蓝海 1室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城新城西溪逸境,3.667,--127.00㎡南北4室2厅2卫,/zufang/HZ2745016643922173952.html,"(30.279464130489924, 120.03043769238407)",11000,今天维护,整租·新城西溪逸境 4室2厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城西溪泊岸,,--75.00㎡东南3室1厅2卫,/zufang/HZ2744179158291578880.html,,,,整租·西溪泊岸 3室1厅 东南,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城杭州未来广场银天金城,2.977,--37.95㎡东北1室1厅1卫,/zufang/HZ2744347220009549824.html,"(30.291117029621297, 120.02115298629404)",3400,2天前维护,整租·杭州未来广场银天金城 1室1厅 东北,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城理想西溪金座,,--61.20㎡南1室1厅1卫,/zufang/HZ2743669869492322304.html,,,,整租·理想西溪金座 1室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城杉杉恒和依山郡,,--150.00㎡南5室2厅4卫,/zufang/HZ2742727494250799104.html,,,,整租·杉杉恒和依山郡 5室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城富力新线公园,,--133.00㎡南4室2厅2卫,/zufang/HZ2799103702660038656.html,,,,整租·富力新线公园 4室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城西溪美岸,,--44.00㎡北1室0厅1卫,/zufang/HZ2807325571456450560.html,,,,整租·西溪美岸 1室0厅 北,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城西溪蓝海,2.159,--39.77㎡南西1室1厅1卫,/zufang/HZ2745649584595812352.html,"(30.279410565232137, 120.01468392899449)",3800,3天前维护,整租·西溪蓝海 1室1厅 南/西,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城豪波西溪润景,,--90.00㎡北1室1厅1卫,/zufang/HZ2747046926670372864.html,,,,整租·豪波西溪润景 1室1厅 北,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城瑞城熙园,,--163.00㎡南北5室2厅3卫,/zufang/HZ2746254465257979904.html,,,,整租·瑞城熙园 5室2厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城飞鸟客,,--45.67㎡南3室1厅2卫,/zufang/HZ2745752003887243264.html,,,,整租·飞鸟客 3室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城青枫墅园三期,,--133.00㎡南北4室2厅2卫,/zufang/HZ2750689966718713856.html,,,,整租·青枫墅园三期 4室2厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城东原印未来,,--123.00㎡南北4室2厅2卫,/zufang/HZ2749872114718228480.html,,,,整租·东原印未来 4室2厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城苕溪南湖人家,,--80.19㎡南北2室2厅1卫,/zufang/HZ2799890944101720064.html,,,,整租·苕溪南湖人家 2室2厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,未来科技城,余杭未来科技城福田花园,,--115.00㎡南3室2厅2卫,/zufang/HZ2809474444652199936.html,,,,整租·福田花园 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg14/
0,闲林,余杭闲林绿城桃花源,,--407.54㎡南6室2厅4卫,/zufang/HZ2772322721034403840.html,,,,整租·绿城桃花源 6室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg22/
0,未来科技城,余杭未来科技城飞鸟客,,--36.91㎡北1室0厅1卫,/zufang/HZ2826876080445726720.html,,,,整租·飞鸟客 1室0厅 北,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,未来科技城,余杭未来科技城鼎创财富中心,,--50.00㎡南2室2厅2卫,/zufang/HZ2826924990770200576.html,,,,整租·鼎创财富中心 2室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,未来科技城,余杭未来科技城杉杉恒和依山郡,,--83.51㎡南2室1厅1卫,/zufang/HZ2826962017171283968.html,,,,整租·杉杉恒和依山郡 2室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,未来科技城,余杭未来科技城飞鸟客,,--38.03㎡南1室0厅1卫,/zufang/HZ2819603827131416576.html,,,,整租·飞鸟客 1室0厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,未来科技城,余杭未来科技城西溪美岸,,--41.88㎡南3室1厅2卫,/zufang/HZ2809250516146585600.html,,,,整租·西溪美岸 3室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,未来科技城,余杭未来科技城华夏之心,,--61.87㎡南1室1厅1卫,/zufang/HZ2826099465893445632.html,,,,整租·华夏之心 1室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,未来科技城,余杭未来科技城阳光城未来悦MAX,,--125.81㎡南北4室1厅2卫,/zufang/HZ2810059502957895680.html,,,,整租·阳光城未来悦MAX 4室1厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,未来科技城,余杭未来科技城创客空间大厦,,--45.00㎡东2室1厅1卫,/zufang/HZ2810140151891116032.html,,,,整租·创客空间大厦 2室1厅 东,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,未来科技城,余杭未来科技城复地上城,,--90.00㎡南3室2厅1卫,/zufang/HZ2823009790069055488.html,,,,整租·复地上城 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,闲林,余杭闲林绿城桃花源,,--264.90㎡南3室3厅4卫,/zufang/HZ2665252208878567424.html,,,,整租·绿城桃花源 3室3厅 南,https://hz.lianjia.com/zufang/xianlin1/pg22/
0,未来科技城,余杭未来科技城远东紫宸花园,,--67.00㎡东南南1室2厅1卫,/zufang/HZ2826640110991450112.html,,,,整租·远东紫宸花园 1室2厅 东南/南,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,未来科技城,余杭未来科技城蓝城鼎胜蔚蓝中心,,--53.10㎡西2室1厅2卫,/zufang/HZ2810734026724483072.html,,,,整租·蓝城鼎胜蔚蓝中心 2室1厅 西,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,未来科技城,余杭未来科技城欧美金融城,1.901,--42.00㎡北1室1厅1卫,/zufang/HZ2823142834818269184.html,"(30.287634006890965, 120.01069697964955)",4600,6天前维护,整租·欧美金融城 1室1厅 北,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,闲林,余杭闲林绿城桃源小镇品霞苑,6.25,--89.00㎡南北3室1厅1卫,/zufang/HZ2660219014676496384.html,"(30.22976806904107, 119.96634727729973)",1900,今天维护,整租·绿城桃源小镇品霞苑 3室1厅 南/北,https://hz.lianjia.com/zufang/xianlin1/pg22/
0,未来科技城,余杭未来科技城西溪八方城,,--53.00㎡南2室1厅2卫,/zufang/HZ2819485762750791680.html,,,,整租·西溪八方城 2室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,未来科技城,余杭未来科技城禹丰嘉苑,,--117.54㎡南3室2厅1卫,/zufang/HZ2818948937690923008.html,,,,整租·禹丰嘉苑 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,未来科技城,余杭未来科技城金都西花庭,,--149.15㎡南4室2厅2卫,/zufang/HZ2827340130497871872.html,,,,整租·金都西花庭 4室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,未来科技城,余杭未来科技城欧美金融城,,--51.00㎡南2室2厅1卫,/zufang/HZ2827331881408659456.html,,,,整租·欧美金融城 2室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,未来科技城,余杭未来科技城富力十号一期,,--26.10㎡南1室0厅0卫,/zufang/HZ2819542029263454208.html,,,,合租·富力十号一期 1居室 南卧,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,未来科技城,余杭未来科技城庭院深深,,--89.00㎡南2室2厅1卫,/zufang/HZ2827500066406154240.html,,,,整租·庭院深深 2室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,闲林,余杭闲林爵士风情花园,4.459,--207.08㎡南北4室2厅3卫,/zufang/HZ2665749428870324224.html,"(30.241357115431928, 119.99631501860425)",4800,3天前维护,整租·爵士风情花园 4室2厅 跃层 南/北,https://hz.lianjia.com/zufang/xianlin1/pg22/
0,未来科技城,余杭未来科技城景瑞御蓝湾,,--89.00㎡南北3室2厅1卫,/zufang/HZ2819553301396733952.html,,,,整租·景瑞御蓝湾 3室2厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg15/
0,闲林,余杭闲林佳兆业西溪璞园,,--125.00㎡南西南4室2厅2卫,/zufang/HZ2773965198543814656.html,,,,整租·佳兆业西溪璞园 4室2厅 南/西南,https://hz.lianjia.com/zufang/xianlin1/pg22/
0,闲林,余杭闲林新时代城市家园,,--89.00㎡南2室2厅1卫,/zufang/HZ2789836320208592896.html,,,,整租·新时代城市家园 2室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg22/
0,未来科技城,余杭未来科技城杭州未来广场银天金城,,--40.00㎡北2室1厅1卫,/zufang/HZ2773143763005489152.html,,,,整租·杭州未来广场银天金城 2室1厅 北,https://hz.lianjia.com/zufang/weilaikejicheng/pg16/
0,未来科技城,余杭未来科技城万科溪望,,--140.00㎡南4室2厅2卫,/zufang/HZ2755653822575034368.html,,,,整租·万科溪望 4室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg16/
0,未来科技城,余杭未来科技城佳源未来府,,--78.50㎡南2室2厅1卫,/zufang/HZ2759928215979171840.html,,,,整租·佳源未来府 2室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg16/
0,未来科技城,余杭未来科技城碧景园,,--115.00㎡南3室2厅2卫,/zufang/HZ2774597719325949952.html,,,,整租·碧景园 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg16/
0,未来科技城,余杭未来科技城豪波西溪润景,,--107.80㎡东未知室1厅0卫,/zufang/HZ2775377758048485376.html,,,,整租·豪波西溪润景 0室1厅 东,https://hz.lianjia.com/zufang/weilaikejicheng/pg16/
0,未来科技城,余杭未来科技城众安学君里,,--118.00㎡南3室1厅1卫,/zufang/HZ2775232040897871872.html,,,,整租·众安学君里 3室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg16/
0,未来科技城,余杭未来科技城兴隆小区,,--116.00㎡南北3室3厅1卫,/zufang/HZ2560045550645026816.html,,,,整租·兴隆小区 3室3厅 南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg16/
0,未来科技城,余杭未来科技城富力西溪悦居溪区,,--192.00㎡西南4室2厅2卫,/zufang/HZ2597655783822852096.html,,,,整租·富力西溪悦居溪区 4室2厅 西南,https://hz.lianjia.com/zufang/weilaikejicheng/pg16/
0,未来科技城,余杭未来科技城大华海派风范,,--89.31㎡东南4室2厅2卫,/zufang/HZ2588307540282712064.html,,,,整租·大华海派风范 4室2厅 东南,https://hz.lianjia.com/zufang/weilaikejicheng/pg16/
0,闲林,余杭闲林赞成乐山红叶,,--88.34㎡南3室1厅1卫,/zufang/HZ2796929941764317184.html,,,,整租·赞成乐山红叶 3室1厅 南,https://hz.lianjia.com/zufang/xianlin1/pg23/
0,闲林,余杭闲林新西湖小镇,,--88.84㎡南西北2室2厅1卫,/zufang/HZ2806552788845740032.html,,,,整租·新西湖小镇 2室2厅 南/西北,https://hz.lianjia.com/zufang/xianlin1/pg23/
0,闲林,余杭闲林新西湖小镇,,--89.00㎡南北2室2厅1卫,/zufang/HZ2806547538273116160.html,,,,整租·新西湖小镇 2室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/pg23/
0,闲林,余杭闲林南湖大厦,,--46.02㎡南1室0厅0卫,/zufang/HZ2793428774836764672.html,,,,整租·南湖大厦 1室0厅 南,https://hz.lianjia.com/zufang/xianlin1/pg24/
0,未来科技城,余杭未来科技城西溪永乐城,1.865,--107.00㎡南4室2厅2卫,/zufang/HZ2779102759713521664.html,"(30.2805111811045, 120.01170362080403)",7000,1天前维护,整租·西溪永乐城 4室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg16/
0,闲林,余杭闲林闲林山水紫薇苑,,--125.00㎡南3室1厅2卫,/zufang/HZ2685289657604259840.html,,,,整租·闲林山水紫薇苑 3室1厅 南,https://hz.lianjia.com/zufang/xianlin1/pg24/
0,闲林,余杭闲林佳兆业西溪璞园,6.449,--200.10㎡南北5室2厅3卫,/zufang/HZ2683832518846980096.html,"(30.24151740602395, 120.04115178220157)",4500,4天前维护,整租·佳兆业西溪璞园 5室2厅 跃层 南/北,https://hz.lianjia.com/zufang/xianlin1/pg24/
0,未来科技城,余杭未来科技城青枫墅园,3.227,--85.00㎡南3室1厅1卫,/zufang/HZ2825437681721278464.html,"(30.286964066558873, 120.0252717170573)",5800,1天前维护,整租·青枫墅园 3室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg17/
0,闲林,余杭闲林怡景花城,,--176.45㎡南6室2厅3卫,/zufang/HZ2778826487753605120.html,,,,整租·怡景花城 6室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg24/
0,闲林,余杭闲林绿城桃源小镇品霞苑,,--89.00㎡南2室1厅1卫,/zufang/HZ2794156654512578560.html,,,,整租·绿城桃源小镇品霞苑 2室1厅 南,https://hz.lianjia.com/zufang/xianlin1/pg24/
0,闲林,余杭闲林融创金成西溪海,,--138.00㎡西4室2厅1卫,/zufang/HZ2794783684933459968.html,,,,整租·融创金成西溪海 4室2厅 西,https://hz.lianjia.com/zufang/xianlin1/pg24/
0,未来科技城,余杭未来科技城新湖菲林山,,--30.00㎡南2室1厅1卫,/zufang/HZ2825399286945021952.html,,,,合租·新湖菲林山 2居室 南卧,https://hz.lianjia.com/zufang/weilaikejicheng/pg17/
0,未来科技城,余杭未来科技城西溪八方城,,--45.80㎡北2室2厅2卫,/zufang/HZ2825413386181804032.html,,,,整租·西溪八方城 2室2厅 北,https://hz.lianjia.com/zufang/weilaikejicheng/pg17/
0,未来科技城,余杭未来科技城庭院深深,4.095,--89.00㎡东南2室2厅1卫,/zufang/HZ2826115954852249600.html,"(30.25131966830845, 119.96755630668562)",3300,今天维护,整租·庭院深深 2室2厅 东南,https://hz.lianjia.com/zufang/weilaikejicheng/pg17/
0,未来科技城,余杭未来科技城西溪美岸,,--45.00㎡北1室1厅1卫,/zufang/HZ2826605896376000512.html,,,,整租·西溪美岸 1室1厅 北,https://hz.lianjia.com/zufang/weilaikejicheng/pg17/
0,未来科技城,余杭未来科技城径都荷塘花苑,,--40.69㎡南2室1厅1卫,/zufang/HZ2826606179860619264.html,,,,整租·径都荷塘花苑 2室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg17/
