line,station,residence,year,price/sqm,ttl price
地铁2号线,钱江世纪城站,4室2厅 | 129.16平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,创世邸    -  钱江世纪城 ,单价89037元/平米,1150万
地铁2号线,学院路站,4室2厅 | 167.63平米 | 南 | 精装 | 高楼层(共30层)  | 板楼,银马公寓    -  文教 ,单价94852元/平米,1590万
地铁2号线,学院路站,3室1厅 | 60.6平米 | 东南 | 简装 | 7层  | 板楼,翠苑二区    -  翠苑 ,单价44555元/平米,270万
地铁2号线,学院路站,3室1厅 | 59.33平米 | 南 东 | 简装 | 7层  | 板楼,翠苑二区    -  翠苑 ,单价45172元/平米,268万
地铁2号线,学院路站,2室1厅 | 62.93平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,花园南村    -  文教 ,单价99317元/平米,625万
地铁2号线,学院路站,2室1厅 | 50.33平米 | 南 | 精装 | 6层  | 板楼,翠苑二区    -  翠苑 ,单价50666元/平米,255万
地铁2号线,学院路站,2室1厅 | 67.95平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,万塘路300号    -  翠苑 ,单价43856元/平米,298万
地铁2号线,学院路站,1室1厅 | 51.4平米 | 南 | 简装 | 低楼层(共17层)  | 塔楼,今日嘉园    -  文教 ,单价96304元/平米,495万
地铁2号线,学院路站,2室1厅 | 86.03平米 | 南 | 简装 | 24层  | 塔楼,华远大厦    -  古荡 ,单价38359元/平米,330万
地铁2号线,学院路站,3室1厅 | 109.67平米 | 南 | 简装 | 24层  | 塔楼,华远大厦    -  古荡 ,单价41033元/平米,450万
地铁2号线,学院路站,2室2厅 | 63.8平米 | 东 西 | 简装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价39969元/平米,255万
地铁2号线,学院路站,3室1厅 | 78.99平米 | 南 北 | 简装 | 7层  | 板楼,翠苑二区北区    -  翠苑 ,单价40512元/平米,320万
地铁2号线,学院路站,2室1厅 | 56.42平米 | 南 | 简装 | 7层  | 板楼,翠苑二区    -  翠苑 ,单价43957元/平米,248万
地铁2号线,学院路站,2室1厅 | 51.42平米 | 南 | 简装 | 6层  | 板楼,翠苑二区    -  翠苑 ,单价44730元/平米,230万
地铁2号线,学院路站,2室1厅 | 70.91平米 | 南 北 | 精装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价42308元/平米,300万
地铁2号线,学院路站,2室1厅 | 44.72平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,翠苑二区    -  翠苑 ,单价52997元/平米,237万
地铁2号线,学院路站,2室1厅 | 56.42平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,翠苑二区    -  翠苑 ,单价44311元/平米,250万
地铁2号线,学院路站,2室1厅 | 52.05平米 | 南 北 | 简装 | 6层  | 板楼,翠苑二区    -  翠苑 ,单价43997元/平米,229万
地铁2号线,学院路站,2室1厅 | 65.39平米 | 南 | 精装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价44197元/平米,289万
地铁2号线,学院路站,3室1厅 | 86.48平米 | 南 | 简装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价39316元/平米,340万
地铁2号线,学院路站,3室2厅 | 83.37平米 | 南 北 | 简装 | 高楼层(共6层)  | 塔楼,华星公寓    -  翠苑 ,单价47380元/平米,395万
地铁2号线,学院路站,2室1厅 | 44.7平米 | 南 | 简装 | 7层  | 板楼,翠苑二区    -  翠苑 ,单价43625元/平米,195万
地铁2号线,学院路站,2室1厅 | 53.17平米 | 南 | 精装 | 7层  | 板楼,翠苑东四区    -  翠苑 ,单价44198元/平米,235万
地铁2号线,学院路站,2室1厅 | 62.83平米 | 东 | 简装 | 6层  | 板楼,文二路98号    -  文教 ,单价70827元/平米,445万
地铁2号线,学院路站,2室1厅 | 58.91平米 | 南 | 精装 | 6层  | 板楼,翠苑二区    -  翠苑 ,单价50926元/平米,300万
地铁2号线,学院路站,2室1厅 | 52.99平米 | 南 | 简装 | 7层  | 板楼,翠苑一区    -  翠苑 ,单价46236元/平米,245万
地铁2号线,学院路站,2室1厅 | 56.42平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,翠苑二区    -  翠苑 ,单价44134元/平米,249万
地铁2号线,学院路站,3室2厅 | 58.93平米 | 西南 | 精装 | 7层  | 板楼,翠苑一区    -  翠苑 ,单价48533元/平米,286万
地铁2号线,学院路站,2室1厅 | 52.05平米 | 南 | 简装 | 7层  | 板楼,翠苑一区    -  翠苑 ,单价46110元/平米,240万
地铁2号线,学院路站,2室1厅 | 52.34平米 | 南 | 精装 | 6层  | 板楼,翠苑二区    -  翠苑 ,单价45090元/平米,236万
地铁2号线,学院路站,2室1厅 | 54.56平米 | 南 | 简装 | 7层  | 板楼,翠苑二区    -  翠苑 ,单价41240元/平米,225万
地铁2号线,学院路站,2室1厅 | 60.02平米 | 南 北 | 简装 | 6层  | 板楼,翠苑四区南园    -  翠苑 ,单价48651元/平米,292万
地铁2号线,学院路站,1室2厅 | 46.69平米 | 南 | 简装 | 18层  | 板楼,兰庭国际    -  文教 ,单价117799元/平米,550万
地铁2号线,学院路站,2室2厅 | 88.54平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,学院路176-178号大院    -  文教 ,单价81320元/平米,720万
地铁2号线,学院路站,1室1厅 | 44.84平米 | 南 | 简装 | 7层  | 板楼,翠苑东四区    -  翠苑 ,单价42373元/平米,190万
地铁2号线,学院路站,3室1厅 | 80.2平米 | 南 | 精装 | 6层  | 板楼,翠苑东四区    -  翠苑 ,单价42395元/平米,340万
地铁2号线,学院路站,2室1厅 | 52.26平米 | 南 | 简装 | 6层  | 板楼,翠苑二区    -  翠苑 ,单价45925元/平米,240万
地铁2号线,学院路站,1室1厅 | 46.18平米 | 南 | 简装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价41144元/平米,190万
地铁2号线,学院路站,2室2厅 | 62.3平米 | 东 西 | 简装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价37721元/平米,235万
地铁2号线,学院路站,2室1厅 | 62.3平米 | 南 | 简装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价40450元/平米,252万
地铁2号线,学院路站,2室1厅 | 50.94平米 | 南 北 | 简装 | 6层  | 板楼,翠苑一区    -  翠苑 ,单价48096元/平米,245万
地铁2号线,学院路站,1室1厅 | 37.93平米 | 南 东 | 简装 | 低楼层(共7层)  | 板楼,教工路49号    -  九莲 ,单价58002元/平米,220万
地铁2号线,学院路站,2室1厅 | 65.25平米 | 南 | 简装 | 18层  | 塔楼,翠苑五区    -  翠苑 ,单价42912元/平米,280万
地铁2号线,学院路站,2室0厅 | 41.22平米 | 南 | 精装 | 7层  | 板楼,翠苑一区    -  翠苑 ,单价55313元/平米,228万
地铁2号线,学院路站,2室1厅 | 83.92平米 | 南 | 简装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价37536元/平米,315万
地铁2号线,学院路站,2室0厅 | 45.23平米 | 南 | 简装 | 7层  | 板楼,翠苑二区    -  翠苑 ,单价44882元/平米,203万
地铁2号线,学院路站,2室1厅 | 43.69平米 | 南 | 精装 | 6层  | 板楼,翠苑一区    -  翠苑 ,单价46922元/平米,205万
地铁2号线,学院路站,2室1厅 | 88.02平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,学院路176-178号大院    -  文教 ,单价80664元/平米,710万
地铁2号线,学院路站,2室1厅 | 50.13平米 | 南 | 精装 | 6层  | 板楼,翠苑一区    -  翠苑 ,单价47876元/平米,240万
地铁2号线,学院路站,2室1厅 | 63.8平米 | 东 西 | 简装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价34170元/平米,218万
地铁2号线,学院路站,1室1厅 | 41.97平米 | 南 北 | 精装 | 6层  | 塔楼,翠苑一区    -  翠苑 ,单价46462元/平米,195万
地铁2号线,学院路站,2室0厅 | 49.57平米 | 南 | 简装 | 7层  | 板楼,翠苑一区    -  翠苑 ,单价44382元/平米,220万
地铁2号线,学院路站,2室1厅 | 50.33平米 | 南 | 精装 | 7层  | 板楼,翠苑一区    -  翠苑 ,单价47686元/平米,240万
地铁2号线,学院路站,2室1厅 | 58.94平米 | 南 | 简装 | 6层  | 板楼,翠苑二区    -  翠苑 ,单价45640元/平米,269万
地铁2号线,学院路站,2室1厅 | 87.07平米 | 南 | 简装 | 18层  | 塔楼,华远大厦    -  古荡 ,单价36753元/平米,320万
地铁2号线,学院路站,3室1厅 | 78.41平米 | 南 | 精装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价48464元/平米,380万
地铁2号线,学院路站,2室1厅 | 61.34平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,花园南村    -  文教 ,单价96186元/平米,590万
地铁2号线,学院路站,2室1厅 | 64.54平米 | 南 | 精装 | 6层  | 板楼,翠苑东四区    -  翠苑 ,单价42610元/平米,275万
地铁2号线,学院路站,2室1厅 | 55.8平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,花园西村    -  文教 ,单价96775元/平米,540万
地铁2号线,学院路站,2室1厅 | 43.69平米 | 南 | 简装 | 6层  | 板楼,翠苑一区    -  翠苑 ,单价47609元/平米,208万
地铁2号线,学院路站,2室1厅 | 53.17平米 | 南 | 简装 | 7层  | 板楼,翠苑东四区    -  翠苑 ,单价43258元/平米,230万
地铁2号线,学院路站,2室2厅 | 79.26平米 | 南 | 精装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价40374元/平米,320万
地铁2号线,学院路站,2室1厅 | 50.1平米 | 南 | 简装 | 6层  | 板楼,翠苑一区    -  翠苑 ,单价47905元/平米,240万
地铁2号线,学院路站,1室1厅 | 33.78平米 | 南 | 简装 | 6层  | 塔楼,翠苑一区    -  翠苑 ,单价48846元/平米,165万
地铁2号线,学院路站,2室1厅 | 58.95平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,花园南村    -  文教 ,单价108567元/平米,640万
地铁2号线,学院路站,2室1厅 | 39.93平米 | 南 | 精装 | 6层  | 板楼,翠苑一区    -  翠苑 ,单价53093元/平米,212万
地铁2号线,学院路站,2室1厅 | 49.38平米 | 南 | 精装 | 7层  | 板楼,翠苑一区    -  翠苑 ,单价44553元/平米,220万
地铁2号线,学院路站,2室1厅 | 57.08平米 | 南 北 | 简装 | 7层  | 板楼,翠苑二区    -  翠苑 ,单价41171元/平米,235万
地铁2号线,学院路站,2室1厅 | 64.54平米 | 南 | 简装 | 6层  | 板楼,翠苑东四区    -  翠苑 ,单价38736元/平米,250万
地铁2号线,学院路站,1室1厅 | 36.6平米 | 南 | 精装 | 7层  | 板楼,翠苑四区    -  翠苑 ,单价45082元/平米,165万
地铁2号线,学院路站,2室1厅 | 86.03平米 | 南 | 简装 | 18层  | 塔楼,华远大厦    -  古荡 ,单价36383元/平米,313万
地铁2号线,学院路站,2室1厅 | 56.83平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,花园西村    -  文教 ,单价111209元/平米,632万
地铁2号线,学院路站,2室1厅 | 50.28平米 | 南 | 简装 | 7层  | 板楼,翠苑一区    -  翠苑 ,单价46739元/平米,235万
地铁2号线,学院路站,2室2厅 | 73.85平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,花园南村    -  文教 ,单价96141元/平米,710万
地铁2号线,学院路站,3室1厅 | 76.67平米 | 南 | 精装 | 7层  | 板楼,翠苑二区北区    -  翠苑 ,单价39129元/平米,300万
地铁2号线,学院路站,2室1厅 | 63.8平米 | 东 西 | 简装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价40753元/平米,260万
地铁2号线,学院路站,2室1厅 | 46.22平米 | 南 | 简装 | 7层  | 板楼,翠苑一区    -  翠苑 ,单价45868元/平米,212万
地铁2号线,学院路站,2室1厅 | 72.14平米 | 南 | 精装 | 24层  | 塔楼,华远大厦    -  古荡 ,单价41448元/平米,299万
地铁2号线,学院路站,2室1厅 | 51.73平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,九莲新村    -  九莲 ,单价49488元/平米,256万
地铁2号线,学院路站,2室1厅 | 44.22平米 | 南 北 | 简装 | 7层  | 板楼,翠苑二区    -  翠苑 ,单价46360元/平米,205万
地铁2号线,学院路站,2室1厅 | 58.07平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,学院路176-178号大院    -  文教 ,单价101258元/平米,588万
地铁2号线,学院路站,2室1厅 | 57.77平米 | 南 | 简装 | 7层  | 板楼,翠苑一区    -  翠苑 ,单价57643元/平米,333万
地铁2号线,学院路站,1室1厅 | 36.6平米 | 南 | 简装 | 7层  | 板楼,翠苑四区    -  翠苑 ,单价41531元/平米,152万
地铁2号线,学院路站,1室1厅 | 33.78平米 | 南 | 简装 | 6层  | 板楼,翠苑一区    -  翠苑 ,单价49734元/平米,168万
地铁2号线,学院路站,1室1厅 | 41.15平米 | 南 | 简装 | 高楼层(共17层)  | 塔楼,今日嘉园    -  文教 ,单价118591元/平米,488万
地铁2号线,学院路站,1室1厅 | 33.78平米 | 南 | 简装 | 6层  | 塔楼,翠苑一区    -  翠苑 ,单价50326元/平米,170万
地铁2号线,学院路站,1室1厅 | 36.61平米 | 南 | 简装 | 7层  | 板楼,翠苑四区    -  翠苑 ,单价46982元/平米,172万
地铁2号线,学院路站,3室1厅 | 75.37平米 | 南 | 简装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价43121元/平米,325万
地铁2号线,学院路站,2室1厅 | 50.18平米 | 南 | 精装 | 6层  | 板楼,翠苑二区    -  翠苑 ,单价48825元/平米,245万
地铁2号线,学院路站,1室1厅 | 36.39平米 | 南 | 简装 | 7层  | 板楼,翠苑四区    -  翠苑 ,单价45343元/平米,165万
地铁2号线,学院路站,2室1厅 | 58.37平米 | 南 | 简装 | 中楼层(共5层)  | 板塔结合,教工路131号    -  文教 ,单价84804元/平米,495万
地铁2号线,学院路站,1室1厅 | 41.75平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,九莲新村    -  九莲 ,单价52695元/平米,220万
地铁2号线,学院路站,3室1厅 | 115.92平米 | 南 西南 | 简装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价44686元/平米,518万
地铁2号线,学院路站,4室1厅 | 107.02平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,花园北村    -  文教 ,单价70081元/平米,750万
地铁2号线,学院路站,2室1厅 | 59.96平米 | 南 | 毛坯 | 6层  | 板楼,翠苑二区    -  翠苑 ,单价46698元/平米,280万
地铁2号线,学院路站,3室1厅 | 60.41平米 | 南 | 简装 | 7层  | 板楼,翠苑二区    -  翠苑 ,单价45523元/平米,275万
地铁2号线,学院路站,2室2厅 | 118.54平米 | 南 | 精装 | 14层  | 板楼,教工路138号    -  文教 ,单价85204元/平米,1010万
地铁2号线,学院路站,3室1厅 | 69.06平米 | 南 | 简装 | 7层  | 板楼,翠苑东四区    -  翠苑 ,单价43731元/平米,302万
地铁2号线,学院路站,3室1厅 | 68.84平米 | 南 | 简装 | 7层  | 板楼,翠苑东四区    -  翠苑 ,单价43580元/平米,300万
地铁2号线,学院路站,4室2厅 | 122.09平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,花园北村    -  文教 ,单价68147元/平米,832万
地铁2号线,学院路站,2室1厅 | 67.31平米 | 南 | 简装 | 2层  | 板楼,文二路172号    -  文教 ,单价89140元/平米,600万
地铁2号线,学院路站,2室1厅 | 58.07平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,学院路176-178号大院    -  文教 ,单价100741元/平米,585万
地铁2号线,学院路站,1室1厅 | 38.96平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,九莲新村    -  九莲 ,单价56469元/平米,220万
地铁2号线,学院路站,1室0厅 | 40.38平米 | 西南 | 精装 | 中楼层(共17层)  | 塔楼,今日嘉园    -  文教 ,单价124319元/平米,502万
地铁2号线,学院路站,3室1厅 | 109.3平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,西溪公寓    -  文教 ,单价82251元/平米,899万
地铁2号线,学院路站,1室1厅 | 63.42平米 | 南 | 精装 | 中楼层(共17层)  | 塔楼,今日嘉园    -  文教 ,单价94608元/平米,600万
地铁2号线,学院路站,2室1厅 | 48.95平米 | 南 北 | 简装 | 6层  | 板楼,翠苑东四区    -  翠苑 ,单价44944元/平米,220万
地铁2号线,学院路站,5室3厅 | 165.23平米 | 西南 | 简装 | 低楼层(共10层)  | 板塔结合,华门世家    -  九莲 ,单价36314元/平米,600万
地铁2号线,学院路站,2室1厅 | 44.72平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,翠苑二区    -  翠苑 ,单价49866元/平米,223万
地铁2号线,学院路站,3室2厅 | 131.89平米 | 南 | 简装 | 低楼层(共16层)  | 板楼,景城花园    -  翠苑 ,单价52317元/平米,690万
地铁2号线,学院路站,2室1厅 | 39.52平米 | 南 | 简装 | 低楼层(共3层)  | 板楼,师苑新村    -  文教 ,单价117662元/平米,465万
地铁2号线,学院路站,4室2厅 | 155.46平米 | 南 | 精装 | 17层  | 板塔结合,雅戈尔御西湖    -  文教 ,单价107938元/平米,1678万
地铁2号线,学院路站,1室1厅 | 36.7平米 | 南 | 简装 | 7层  | 板楼,翠苑四区    -  翠苑 ,单价47684元/平米,175万
地铁2号线,学院路站,2室1厅 | 55.8平米 | 南 北 | 精装 | 中楼层(共7层)  | 板塔结合,花园西村    -  文教 ,单价109319元/平米,610万
地铁2号线,学院路站,3室1厅 | 75.68平米 | 南 | 简装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价44266元/平米,335万
地铁2号线,学院路站,3室1厅 | 73.96平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,九莲新村    -  九莲 ,单价64900元/平米,480万
地铁2号线,学院路站,3室2厅 | 135.79平米 | 南 | 精装 | 23层  | 板塔结合,雅戈尔御西湖    -  文教 ,单价112601元/平米,1529万
地铁2号线,学院路站,4室2厅 | 150.47平米 | 南 | 简装 | 16层  | 板楼,耀江文萃苑    -  文教 ,单价71111元/平米,1070万
地铁2号线,学院路站,2室1厅 | 79.83平米 | 南 | 精装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价41338元/平米,330万
地铁2号线,学院路站,3室2厅 | 117.74平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,耀江文欣苑    -  文教 ,单价78139元/平米,920万
地铁2号线,学院路站,2室1厅 | 55.8平米 | 南 | 简装 | 7层  | 板楼,翠苑二区    -  翠苑 ,单价42115元/平米,235万
地铁2号线,学院路站,2室1厅 | 53.21平米 | 南 | 精装 | 6层  | 板楼,翠苑一区    -  翠苑 ,单价48488元/平米,258万
地铁2号线,学院路站,3室1厅 | 75.51平米 | 南 北 | 简装 | 7层  | 板楼,翠苑五区    -  翠苑 ,单价44365元/平米,335万
地铁2号线,学院路站,3室1厅 | 75.63平米 | 南 北 | 简装 | 7层  | 板楼,文二路162号    -  文教 ,单价83301元/平米,630万
地铁2号线,学院路站,4室1厅 | 107.02平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,花园北村    -  文教 ,单价74753元/平米,800万
地铁2号线,学院路站,2室1厅 | 49.15平米 | 南 | 简装 | 7层  | 板楼,翠苑一区    -  翠苑 ,单价48017元/平米,236万
地铁2号线,学院路站,4室2厅 | 122.87平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,万塘路300号    -  翠苑 ,单价42322元/平米,520万
地铁2号线,学院路站,2室2厅 | 75.68平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,花园南村    -  文教 ,单价98838元/平米,748万
地铁2号线,沈塘桥站,2室1厅 | 57.9平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,叶青苑    -  湖墅 ,单价43006元/平米,249万
地铁2号线,沈塘桥站,2室1厅 | 46.77平米 | 南 | 精装 | 6层  | 板楼,上宁新村    -  文三 ,单价102630元/平米,480万
地铁2号线,沈塘桥站,1室1厅 | 39.94平米 | 南 | 简装 | 5层  | 板塔结合,莫干新村    -  湖墅 ,单价42564元/平米,170万
地铁2号线,沈塘桥站,1室1厅 | 41.71平米 | 南 | 简装 | 7层  | 板楼,大塘新村    -  湖墅 ,单价39799元/平米,166万
地铁2号线,沈塘桥站,3室2厅 | 150.19平米 | 南 | 精装 | 17层  | 塔楼,红石商务大厦    -  湖墅 ,单价26500元/平米,398万
地铁2号线,沈塘桥站,3室1厅 | 82.58平米 | 东 | 简装 | 中楼层(共25层)  | 板楼,浅水湾城市花园    -  湖墅 ,单价46016元/平米,380万
地铁2号线,沈塘桥站,2室1厅 | 65.88平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,稻香园南区    -  湖墅 ,单价46297元/平米,305万
地铁2号线,沈塘桥站,3室1厅 | 141.56平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,浅水湾城市花园    -  湖墅 ,单价50015元/平米,708万
地铁2号线,沈塘桥站,1室1厅 | 42.3平米 | 南 | 精装 | 低楼层(共23层)  | 板楼,沈塘铭苑    -  湖墅 ,单价45863元/平米,194万
地铁2号线,沈塘桥站,3室2厅 | 112.99平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,沈塘苑    -  湖墅 ,单价46907元/平米,530万
地铁2号线,沈塘桥站,2室2厅 | 69.12平米 | 南 | 简装 | 6层  | 板楼,上宁新村    -  文三 ,单价109954元/平米,760万
地铁2号线,沈塘桥站,3室1厅 | 81.86平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,稻香园南区    -  湖墅 ,单价50086元/平米,410万
地铁2号线,沈塘桥站,2室1厅 | 66.88平米 | 南 | 精装 | 5层  | 板楼,五一新村    -  湖墅 ,单价45605元/平米,305万
地铁2号线,沈塘桥站,2室1厅 | 63.62平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,文三新村    -  文三 ,单价109714元/平米,698万
地铁2号线,沈塘桥站,3室2厅 | 111.3平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,稻香园北区    -  湖墅 ,单价44924元/平米,500万
地铁2号线,沈塘桥站,3室2厅 | 95.67平米 | 南 | 简装 | 6层  | 板楼,崇文公寓    -  学军 ,单价117697元/平米,1126万
地铁2号线,沈塘桥站,3室1厅 | 67.09平米 | 东南 北 | 简装 | 6层  | 塔楼,一清新村    -  湖墅 ,单价41437元/平米,278万
地铁2号线,沈塘桥站,2室1厅 | 94.93平米 | 北 | 简装 | 高楼层(共18层)  | 板塔结合,稻香园南区    -  湖墅 ,单价32656元/平米,310万
地铁2号线,沈塘桥站,2室1厅 | 57.35平米 | 南 | 简装 | 5层  | 板塔结合,莫干新村    -  湖墅 ,单价44116元/平米,253万
地铁2号线,沈塘桥站,2室1厅 | 53.97平米 | 南 | 简装 | 7层  | 板楼,大塘新村    -  湖墅 ,单价44470元/平米,240万
地铁2号线,沈塘桥站,1室1厅 | 37.93平米 | 南 | 简装 | 5层  | 板楼,马塍路19号    -  文三 ,单价114685元/平米,435万
地铁2号线,沈塘桥站,3室2厅 | 128.92平米 | 南 | 简装 | 高楼层(共12层)  | 板楼,兴财名都苑    -  文教 ,单价68880元/平米,888万
地铁2号线,沈塘桥站,3室1厅 | 74.01平米 | 南 | 简装 | 5层  | 板楼,马塍路30号    -  学军 ,单价109445元/平米,810万
地铁2号线,沈塘桥站,3室1厅 | 91.87平米 | 南 | 精装 | 7层  | 板楼,沈塘新村    -  文三 ,单价82726元/平米,760万
地铁2号线,沈塘桥站,3室2厅 | 115.49平米 | 东 北 | 简装 | 高楼层(共18层)  | 板塔结合,稻香园南区    -  湖墅 ,单价34636元/平米,400万
地铁2号线,沈塘桥站,3室1厅 | 75.71平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,体育场路466号    -  黄龙 ,单价79911元/平米,605万
地铁2号线,沈塘桥站,8室2厅 | 270.6平米 | 东 南 | 精装 | 高楼层(共18层)  | 板楼,浅水湾城市花园    -  湖墅 ,单价43607元/平米,1180万
地铁2号线,沈塘桥站,1室1厅 | 39.19平米 | 南 | 简装 | 24层  | 板楼,瑞祺大厦    -  文教 ,单价96454元/平米,378万
地铁2号线,沈塘桥站,3室1厅 | 64.62平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,石灰桥新村    -  文教 ,单价88982元/平米,575万
地铁2号线,沈塘桥站,2室1厅 | 57.02平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,文三新村    -  文三 ,单价115749元/平米,660万
地铁2号线,沈塘桥站,2室1厅 | 66.71平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,稻香园南区    -  湖墅 ,单价48719元/平米,325万
地铁2号线,沈塘桥站,2室1厅 | 55.36平米 | 南 | 简装 | 7层  | 板楼,莫干山路361号    -  文教 ,单价90318元/平米,500万
地铁2号线,沈塘桥站,2室1厅 | 54.23平米 | 南 北 | 简装 | 6层  | 板楼,上宁新村    -  文三 ,单价106952元/平米,580万
地铁2号线,沈塘桥站,3室2厅 | 120.94平米 | 南 | 简装 | 11层  | 板塔结合,华立金顶苑    -  文教 ,单价69456元/平米,840万
地铁2号线,沈塘桥站,3室1厅 | 71.45平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,稻香园南区    -  湖墅 ,单价41288元/平米,295万
地铁2号线,沈塘桥站,3室2厅 | 99.41平米 | 西南 北 | 简装 | 高楼层(共18层)  | 板塔结合,稻香园南区    -  湖墅 ,单价35208元/平米,350万
地铁2号线,沈塘桥站,3室1厅 | 95.34平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,锦绣新村    -  湖墅 ,单价38075元/平米,363万
地铁2号线,沈塘桥站,3室1厅 | 89.6平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,稻香园南区    -  湖墅 ,单价43081元/平米,386万
地铁2号线,沈塘桥站,3室2厅 | 114.97平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,梅苑阁小区    -  文教 ,单价63321元/平米,728万
地铁2号线,沈塘桥站,3室1厅 | 117.85平米 | 南 北 | 毛坯 | 9层  | 板楼,崇文公寓    -  学军 ,单价117099元/平米,1380万
地铁2号线,沈塘桥站,2室1厅 | 55.36平米 | 南 | 简装 | 7层  | 板楼,莫干山路361号    -  文教 ,单价81287元/平米,450万
地铁2号线,沈塘桥站,4室2厅 | 99.29平米 | 南 | 简装 | 6层  | 板楼,马塍路11号    -  文三 ,单价90644元/平米,900万
地铁2号线,沈塘桥站,3室1厅 | 82.19平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,武林巷5-28号    -  文三 ,单价92469元/平米,760万
地铁2号线,沈塘桥站,2室1厅 | 53.41平米 | 南 | 简装 | 6层  | 板楼,沈塘新村    -  文三 ,单价110467元/平米,590万
地铁2号线,沈塘桥站,2室1厅 | 58.96平米 | 南 | 简装 | 6层  | 板楼,文三路103号    -  文三 ,单价111941元/平米,660万
地铁2号线,沈塘桥站,2室1厅 | 48.71平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,文二路68号    -  文教 ,单价87252元/平米,425万
地铁2号线,沈塘桥站,2室1厅 | 58.07平米 | 西 东 | 精装 | 6层  | 板楼,文二路98号    -  文教 ,单价77493元/平米,450万
地铁2号线,沈塘桥站,2室1厅 | 54.18平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,宗坛巷    -  湖墅 ,单价39683元/平米,215万
地铁2号线,沈塘桥站,2室1厅 | 50.85平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,古新路    -  湖墅 ,单价41298元/平米,210万
地铁2号线,沈塘桥站,1室1厅 | 34.74平米 | 东 | 简装 | 6层  | 板楼,米市新村    -  湖墅 ,单价45481元/平米,158万
地铁2号线,沈塘桥站,2室1厅 | 70.58平米 | 南 | 简装 | 6层  | 板楼,米市新村    -  湖墅 ,单价40239元/平米,284万
地铁2号线,沈塘桥站,2室2厅 | 86.62平米 | 南 | 精装 | 低楼层(共16层)  | 板楼,沈塘铭苑    -  湖墅 ,单价40984元/平米,355万
