web-scraper-order,web-scraper-start-url,title,house,totalPrice,unitPrice,area,houseInfo
"1624764774-8005","https://hz.lianjia.com/ershoufang/yuhang/pg79","户型方正 三开间朝南 采光充足 事业开阔 房东诚售","越秀星汇尚城","320万","单价38559元/平米","万达广场","3室1厅 | 82.99平米 | 南 | 简装 | 18层  | 板楼"
"1624764843-8654","https://hz.lianjia.com/ershoufang/yuhang/pg58","万达旁精装修三房 中间楼层看房随时总价低 价格可谈","越秀星汇尚城","385万","单价43027元/平米","万达广场","3室1厅 | 89.48平米 | 南 | 精装 | 25层  | 板楼"
"1624764831-8526","https://hz.lianjia.com/ershoufang/yuhang/pg62","未来城一期  中间套  装修保养好","万科良渚文化村未来城","330万","单价37577元/平米","良渚","3室1厅 | 87.82平米 | 南 北 | 精装 | 32层  | 板塔结合"
"1624764735-7682","https://hz.lianjia.com/ershoufang/yuhang/pg90","楼层高采光好 ，视野开阔 ，看房也方便，有密码","万科缦云坊","400万","单价36450元/平米","良渚","3室2厅 | 109.74平米 | 南 北 | 精装 | 8层  | 平房"
"1624765028-10315","https://hz.lianjia.com/ershoufang/yuhang/pg2","唯一住房 精装修 西边套 诚心出售 拎包入住","竹海水韵","295万","单价33379元/平米","闲林","3室2厅 | 88.38平米 | 南 | 精装 | 高楼层(共16层)  | 板楼"
"1624764892-9087","https://hz.lianjia.com/ershoufang/yuhang/pg43","房东诚心出售，各位大哥大接帮忙推下。","新明半岛","430万","单价29769元/平米","闲林","3室2厅 | 144.45平米 | 南 北 | 精装 | 11层  | 板塔结合"
"1624764834-8567","https://hz.lianjia.com/ershoufang/yuhang/pg61","全明边套户型 楼层适中 采光好","亿丰蔚蓝郡","345万","单价40810元/平米","良渚","3室2厅 | 84.54平米 | 南 | 精装 | 23层  | 板塔结合"
"1624764797-8236","https://hz.lianjia.com/ershoufang/yuhang/pg72","边套50万精装修 三房户型通透 采光良好  业主诚心出售","翡翠城三期","600万","单价67820元/平米","翡翠城","3室2厅 | 88.47平米 | 南 | 精装 | 11层  | 板楼"
"1624764800-8243","https://hz.lianjia.com/ershoufang/yuhang/pg71","精装修，拎包入住，户型方正，采光好，","杭州宏丰家居城宏丰公寓","100万","单价13775元/平米","闲林","2室1厅 | 72.6平米 | 南 | 精装 | 低楼层(共15层)  | 板楼"
"1624764901-9187","https://hz.lianjia.com/ershoufang/yuhang/pg40","绿城物业 简单装修  中间楼层 诚心出售","新时代城市家园","255万","单价27634元/平米","闲林","3室1厅 | 92.28平米 | 南 北 | 简装 | 中楼层(共26层)  | 板楼"
"1624764889-9079","https://hz.lianjia.com/ershoufang/yuhang/pg44","房 东 自 住 精 装 修，诚 心 出 售","新西湖小镇","260万","单价28096元/平米","闲林","3室2厅 | 92.54平米 | 南 | 精装 | 11层  | 板楼"
"1624764794-8190","https://hz.lianjia.com/ershoufang/yuhang/pg73","富力西溪悦居溪区 3室1厅 南","富力西溪悦居溪区","535万","单价60377元/平米","未来科技城","3室1厅 | 88.61平米 | 南 | 精装 | 低楼层(共14层)  | 板楼"
"1624764956-9680","https://hz.lianjia.com/ershoufang/yuhang/pg24","格局好， 诚心 出售 小区环境好。万科物业","赞成乐山红叶","300万","单价33845元/平米","闲林","3室2厅 | 88.64平米 | 南 北 | 简装 | 20层  | 板楼"
"1624764704-7438","https://hz.lianjia.com/ershoufang/yuhang/pg98","精装自住，绿城物业，配套设施齐全，交通便利","润和西溪郡","1360万","单价62987元/平米","闲林","5室3厅 | 215.92平米 | 南 | 精装 | 1层  | 板楼 | 联排别墅"
"1624764911-9290","https://hz.lianjia.com/ershoufang/yuhang/pg37","三面采光，东边套，户型设计合理，室内空气流动性较好","绿城桃源小镇","435万","单价31128元/平米","闲林","4室2厅 | 139.75平米 | 南 | 毛坯 | 31层  | 板塔结合"
"1624764837-8597","https://hz.lianjia.com/ershoufang/yuhang/pg60","万科品质小区，三室业主自住精装修","万科北宸之光二期","380万","单价43399元/平米","万达广场","3室1厅 | 87.56平米 | 南 | 精装 | 28层  | 板楼"
"1624764771-7988","https://hz.lianjia.com/ershoufang/yuhang/pg80","良渚次新房，交通便捷，环境优，居住氛围好，诚售","上实海上海一期","333万","单价38507元/平米","良渚","3室2厅 | 86.48平米 | 南 | 简装 | 27层  | 板楼"
"1624764837-8574","https://hz.lianjia.com/ershoufang/yuhang/pg60","万达拱宸沿河安静小区 好楼层诚心售 看房随时价格可谈","万科北宸之光三期拱宸","430万","单价48981元/平米","万达广场","3室2厅 | 87.79平米 | 南 | 精装 | 25层  | 板楼"
"1624764929-9414","https://hz.lianjia.com/ershoufang/yuhang/pg32","此房满五年  诚心出售   精装修  拎包入住，","闲林山水紫薇苑","320万","单价37340元/平米","闲林","3室2厅 | 85.7平米 | 南 | 精装 | 中楼层(共18层)  | 板楼"
"1624764771-7987","https://hz.lianjia.com/ershoufang/yuhang/pg80","景瑞御蓝湾 3室1厅 南","景瑞御蓝湾","400万","单价30922元/平米","未来科技城","3室1厅 | 129.36平米 | 南 | 精装 | 24层  | 塔楼"
"1624764993-10003","https://hz.lianjia.com/ershoufang/yuhang/pg13","电梯房，中高楼层。房东自住精装修。","亲亲家园三期","430万","单价33141元/平米","三墩","3室2厅 | 129.75平米 | 东 南 东南 | 精装 | 11层  | 板塔结合"
"1624764800-8269","https://hz.lianjia.com/ershoufang/yuhang/pg71","此房在小区的中间位置，三房户型方正，三开间朝南","万科名城博园","280万","单价31761元/平米","勾庄","3室2厅 | 88.16平米 | 东南 南 | 精装 | 30层  | 板塔结合"
"1624765025-10300","https://hz.lianjia.com/ershoufang/yuhang/pg3","东边套俯瞰湿地  双阳台中上楼层视野佳  安静","竹海水韵春风里","390万","单价30028元/平米","闲林","3室2厅 | 129.88平米 | 南 | 简装 | 18层  | 板塔结合"
"1624764904-9204","https://hz.lianjia.com/ershoufang/yuhang/pg39","业主自住精装修，纯边套，房东诚心卖，价格含车位","绿城桃源小镇","380万","单价27837元/平米","闲林","4室2厅 | 136.51平米 | 南 北 | 精装 | 33层  | 板塔结合"
"1624764807-8322","https://hz.lianjia.com/ershoufang/yuhang/pg69","中楼层 诚心出售            楼幢位置好","万科北宸之光一期","360万","单价40854元/平米","万达广场","3室1厅 | 88.12平米 | 南 | 精装 | 28层  | 板楼"
"1624764716-7548","https://hz.lianjia.com/ershoufang/yuhang/pg95","标准4房户型  通透性强  看房比交方便 改善型户型","新明半岛","466万","单价26798元/平米","闲林","4室1厅 | 173.9平米 | 南 北 | 精装 | 12层  | 板塔结合"
"1624765028-10341","https://hz.lianjia.com/ershoufang/yuhang/pg2","万达广场地铁口业主自住精装3房","融创瑷颐湾","420万","单价47070元/平米","万达广场","3室2厅 | 89.23平米 | 南 | 精装 | 27层  | 板塔结合"
"1624764743-7761","https://hz.lianjia.com/ershoufang/yuhang/pg88","良渚次新房  户型方正   精装修  诚心出售","昆仑华府","325万","单价36281元/平米","良渚","3室2厅 | 89.58平米 | 南 | 精装 | 18层  | 板楼"
"1624764969-9784","https://hz.lianjia.com/ershoufang/yuhang/pg20","庭院深深  近地铁 精装修 价格可谈 随时可签","庭院深深","260万","单价24974元/平米","未来科技城","2室2厅 | 104.11平米 | 东南 | 精装 | 26层  | 板楼"
"1624765025-10308","https://hz.lianjia.com/ershoufang/yuhang/pg3","精装修，地铁800米，绿城物业管理，业主诚心出售","恒厚阳光城","259.8万","单价29476元/平米","闲林","2室2厅 | 88.14平米 | 南 | 精装 | 18层  | 板塔结合"
"1624765000-10052","https://hz.lianjia.com/ershoufang/yuhang/pg11","融创品质大四房，南面湿地，低楼层但采光好，无遮挡！","融创金成未来海","550万","单价39983元/平米","闲林","4室2厅 | 137.56平米 | 南 | 精装 | 18层  | 板楼"
"1624764987-9934","https://hz.lianjia.com/ershoufang/yuhang/pg15","精装东边套满5不沿街，客厅全景落地窗，楼层好视野好","翡翠城二期","442万","单价50103元/平米","翡翠城","2室2厅 | 88.22平米 | 东 南 | 简装 | 18层  | 板楼"
"1624765031-10344","https://hz.lianjia.com/ershoufang/yuhang/pg1","满五唯一，房子户型好，自住精装修。","绿城桃源小镇","295万","单价32866元/平米","闲林","3室2厅 | 89.76平米 | 南 | 精装 | 11层  | 板塔结合"
"1624764824-8466","https://hz.lianjia.com/ershoufang/yuhang/pg64","自住精装修 得房率高  保养的好 房东诚心出售","大华海派风景","350万","单价40258元/平米","万达广场","3室1厅 | 86.94平米 | 南 | 精装 | 中楼层(共16层)  | 板楼"
"1624764949-9620","https://hz.lianjia.com/ershoufang/yuhang/pg26","精装修 采光充足 视野开阔 看房方便 房东诚心卖","竹海水韵","334万","单价38242元/平米","闲林","3室1厅 | 87.34平米 | 南 北 | 精装 | 18层  | 板楼"
"1624764807-8317","https://hz.lianjia.com/ershoufang/yuhang/pg69","业主自住精装 采用环保材料和家具 ，中间套户型","万科北宸之光一期","351万","单价39175元/平米","万达广场","3室1厅 | 89.6平米 | 南 | 精装 | 28层  | 板楼"
"1624764946-9573","https://hz.lianjia.com/ershoufang/yuhang/pg27","全新精装 两居室 位置安静 看房方便 业主诚心出售","绿城桃源小镇","230万","单价31516元/平米","闲林","2室2厅 | 72.98平米 | 南 | 精装 | 11层  | 板塔结合"
"1624764824-8459","https://hz.lianjia.com/ershoufang/yuhang/pg64","绿汀路地铁口200米  楼层好","青枫墅园三期","500万","单价55581元/平米","未来科技城","3室1厅 | 89.96平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合"
"1624764969-9799","https://hz.lianjia.com/ershoufang/yuhang/pg20","未来科技城 地铁口 EFC精装公寓","欧美金融城","106万","单价21708元/平米","未来科技城","1室1厅 | 48.83平米 | 北 | 精装 | 26层  | 板楼"
"1624764895-9112","https://hz.lianjia.com/ershoufang/yuhang/pg42","好楼层房东诚售视野无遮挡南北通透","融创金成西溪海","565万","单价42960元/平米","闲林","3室2厅 | 131.52平米 | 南 北 | 精装 | 18层  | 板塔结合"
"1624764901-9194","https://hz.lianjia.com/ershoufang/yuhang/pg40","岸上蓝山 3室2厅 南 北","岸上蓝山","365万","单价26331元/平米","闲林","3室2厅 | 138.62平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼"
"1624764946-9581","https://hz.lianjia.com/ershoufang/yuhang/pg27","西溪璞园 五常板块 联盛路口旁 电梯三房","佳兆业西溪璞园","361万","单价40967元/平米","闲林","3室2厅 | 88.12平米 | 南 北 | 精装 | 18层  | 板楼"
"1624764917-9332","https://hz.lianjia.com/ershoufang/yuhang/pg35","自住精装修，东边套，融创物业，带家电家具，","融创金成未来海","468万","单价53486元/平米","闲林","3室2厅 | 87.5平米 | 南 | 精装 | 18层  | 板楼"
"1624764940-9524","https://hz.lianjia.com/ershoufang/yuhang/pg29","春风里三房精装修，诚心卖！看房子比较方便","竹海水韵","350万","单价39891元/平米","闲林","3室2厅 | 87.74平米 | 南 | 精装 | 18层  | 板塔结合"
"1624764800-8261","https://hz.lianjia.com/ershoufang/yuhang/pg71","房东诚心出售，房东自住，看房随时方便","复地上城","380万","单价42331元/平米","未来科技城","3室2厅 | 89.77平米 | 南 | 精装 | 低楼层(共17层)  | 板楼"
"1624764901-9181","https://hz.lianjia.com/ershoufang/yuhang/pg40","地铁口800米，精装三房看房随时","新南湖绿苑","278万","单价27726元/平米","闲林","3室2厅 | 100.27平米 | 南 | 精装 | 高楼层(共16层)  | 平房"
"1624764807-8315","https://hz.lianjia.com/ershoufang/yuhang/pg69","万科北宸之光 满二三开间精装修自住诚心卖 看房随时","万科北宸之光一期","355万","单价39839元/平米","万达广场","3室2厅 | 89.11平米 | 南 | 精装 | 28层  | 板楼"
"1624764719-7557","https://hz.lianjia.com/ershoufang/yuhang/pg94","楼层好，房东自住，采光好，大三房户型.房东诚心卖","小城之春花苑","410万","单价30566元/平米","未来科技城","3室2厅 | 134.14平米 | 南 | 简装 | 6层  | 板塔结合"
"1624764907-9249","https://hz.lianjia.com/ershoufang/yuhang/pg38","房主诚心出售 青枫墅园中间套 中间楼层 视野佳采光好","青枫墅园三期","400万","单价44465元/平米","未来科技城","3室2厅 | 89.96平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合"
"1624764834-8552","https://hz.lianjia.com/ershoufang/yuhang/pg61","精装修自住半年  可以拎包入住  中间楼层，不沿马路","越秀星汇悦城","370万","单价43933元/平米","良渚","3室2厅 | 84.22平米 | 南 | 精装 | 27层  | 板楼"
"1624764983-9892","https://hz.lianjia.com/ershoufang/yuhang/pg16","西溪湿地旁 民水民电通燃气精装公寓 品质","华元美林公馆","240万","单价34232元/平米","西溪","2室2厅 | 70.11平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼"
"1624764750-7813","https://hz.lianjia.com/ershoufang/yuhang/pg86","万科品质小区 精装三房  户型方正","万科未来城三期梦溪里","340万","单价38015元/平米","良渚","3室2厅 | 89.44平米 | 南 | 精装 | 21层  | 板楼"
"1624764857-8765","https://hz.lianjia.com/ershoufang/yuhang/pg54","满五年  大三房  看房方便诚心出售","闲林山水紫薇苑","380万","单价27829元/平米","闲林","3室2厅 | 136.55平米 | 南 北 | 简装 | 5层  | 板楼"
"1624765022-10275","https://hz.lianjia.com/ershoufang/yuhang/pg4","满五唯一，自住精装，楼层高风景一览无遗","新西湖小镇","260万","单价29486元/平米","闲林","2室2厅 | 88.18平米 | 南 北 | 精装 | 27层  | 板楼"
"1624764917-9331","https://hz.lianjia.com/ershoufang/yuhang/pg35","绿城开发商品质小区，环境优美， 视野景观好","绿城桃源小镇品霞苑","310万","单价35482元/平米","闲林","3室2厅 | 87.37平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板塔结合"
"1624764926-9385","https://hz.lianjia.com/ershoufang/yuhang/pg33","绿城品质朝南双阳台采光充足视野好小区内部配套齐全","绿城桃源小镇品霞苑","320万","单价36208元/平米","闲林","3室2厅 | 88.38平米 | 南 | 毛坯 | 高楼层(共29层)  | 板楼"
"1624764987-9936","https://hz.lianjia.com/ershoufang/yuhang/pg15","满五房东诚心售 五常板块 70年住宅产权","盛世嘉园","103万","单价28028元/平米","闲林","1室1厅 | 36.75平米 | 北 | 精装 | 低楼层(共18层)  | 板楼"
"1624764975-9848","https://hz.lianjia.com/ershoufang/yuhang/pg18","房东自住装修，楼层好，采光足，诚心出售","天阳棕榈湾二期","245万","单价25987元/平米","良渚","2室2厅 | 94.28平米 | 南 | 精装 | 11层  | 板楼"
"1624764843-8639","https://hz.lianjia.com/ershoufang/yuhang/pg58","此房满五不唯一，自住装修，有三房，看房好约","青枫墅园三期","522万","单价59863元/平米","未来科技城","3室1厅 | 87.2平米 | 南 | 精装 | 低楼层(共24层)  | 塔楼"
"1624764723-7585","https://hz.lianjia.com/ershoufang/yuhang/pg93","青枫墅园山语阁，满五年楼层好。","青枫墅园三期","440万","单价49567元/平米","未来科技城","3室2厅 | 88.77平米 | 西南 | 简装 | 高楼层(共18层)  | 板楼"
"1624764700-7421","https://hz.lianjia.com/ershoufang/yuhang/pg99","业主诚心出售，东边套采光好，中间楼层","融创金成江南府","536万","单价42479元/平米","闲林","4室2厅 | 126.18平米 | 南 | 精装 | 中楼层(共22层)  | 板楼"
"1624764827-8489","https://hz.lianjia.com/ershoufang/yuhang/pg63","万科精装三房 东边套  楼层好  视野开阔","良渚文化村七贤郡","300万","单价34807元/平米","良渚","3室2厅 | 86.19平米 | 南 北 | 精装 | 6层  | 板塔结合"
"1624764917-9335","https://hz.lianjia.com/ershoufang/yuhang/pg35","融创新小区 东边套 无任何遮挡 三房二卫 开发商精装","融创金成未来海","480万","单价53662元/平米","闲林","3室1厅 | 89.45平米 | 南 北 | 精装 | 18层  | 板楼"
"1624764700-7411","https://hz.lianjia.com/ershoufang/yuhang/pg99","岸上蓝山 精装修 阁楼房 满五年 带大露台","岸上蓝山","330万","单价29342元/平米","闲林","4室2厅 | 112.47平米 | 南 | 精装 | 高楼层(共6层)  | 板楼"
"1624765015-10211","https://hz.lianjia.com/ershoufang/yuhang/pg6","东边套 大四房 万科物业 诚心出售","荆山翠谷","410万","单价23583元/平米","闲林","4室2厅 | 173.86平米 | 南 | 简装 | 中楼层(共11层)  | 板楼"
"1624765009-10133","https://hz.lianjia.com/ershoufang/yuhang/pg8","五常板块三房东边套 双阳台 双明卫 拎包入住 诚心出售","盛世嘉园","323万","单价26673元/平米","闲林","3室1厅 | 121.1平米 | 东 | 精装 | 中楼层(共6层)  | 板楼"
"1624764907-9260","https://hz.lianjia.com/ershoufang/yuhang/pg38","未来科技城 品质小区 绿城物业","新湖果岭","410万","单价46161元/平米","未来科技城","3室2厅 | 88.82平米 | 南 北 | 简装 | 高楼层(共32层)  | 板塔结合"
"1624764975-9861","https://hz.lianjia.com/ershoufang/yuhang/pg18","高楼层 朝南，采光无遮挡 保养好","南北盛德国际","59万","单价15925元/平米","万达广场","1室0厅 | 37.05平米 | 南 | 精装 | 高楼层(共23层)  | 板楼"
"1624765025-10284","https://hz.lianjia.com/ershoufang/yuhang/pg3","全明户型  三房两卫 中上楼层 通风采光不错  滨江品质","滨江万家名城一期","402万","单价44682元/平米","万达广场","3室1厅 | 89.97平米 | 南 | 简装 | 24层  | 板楼"
"1624765015-10213","https://hz.lianjia.com/ershoufang/yuhang/pg6","房子楼层好，有个大露台。房子有自住装修过。","竹海水韵","245万","单价33416元/平米","闲林","2室1厅 | 73.32平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合"
"1624764753-7851","https://hz.lianjia.com/ershoufang/yuhang/pg85","毛坯，三房，次新房，人车分流，两梯四户","众安学君里","320万","单价35779元/平米","未来科技城","3室2厅 | 89.44平米 | 南 | 毛坯 | 低楼层(共24层)  | 板塔结合"
"1624764863-8823","https://hz.lianjia.com/ershoufang/yuhang/pg52","房子位置很安静，带100方花园，自住精装，保养新","爵士风情花园","345万","单价31307元/平米","闲林","3室2厅 | 110.2平米 | 南 | 精装 | 低楼层(共5层)  | 板楼"
"1624764933-9443","https://hz.lianjia.com/ershoufang/yuhang/pg31","竹海水韵蜜糖 次新电梯房 自住精装修 双阳台","竹海水韵春风里","350万","单价40198元/平米","闲林","3室2厅 | 87.07平米 | 南 | 精装 | 18层  | 板塔结合"
"1624764723-7591","https://hz.lianjia.com/ershoufang/yuhang/pg93","白鹭郡东满五年  小区位置好  配套齐全","良渚文化村白鹭郡东","400万","单价35371元/平米","良渚","3室2厅 | 113.09平米 | 南 北 | 毛坯 | 5层  | 板楼"
"1624764696-7393","https://hz.lianjia.com/ershoufang/yuhang/pg100","楼层高  采光好  出租精装修  交通便利","雅居乐国际花园","380万","单价29922元/平米","闲林","4室2厅 | 127平米 | 东南 南 | 毛坯 | 33层  | 板楼"
"1624764746-7784","https://hz.lianjia.com/ershoufang/yuhang/pg87","贤林信步 闲林次新小区 闲林老街旁 小三房","金辉贤林信步","360万","单价40049元/平米","小和山","3室2厅 | 89.89平米 | 南 北 | 精装 | 低楼层(共25层)  | 板楼"
"1624764731-7643","https://hz.lianjia.com/ershoufang/yuhang/pg91","近地铁，通燃气，有车位，诚心出售","豪波西溪润景","175万","单价23839元/平米","未来科技城","3室2厅 | 73.41平米 | 南 | 精装 | 高楼层(共10层)  | 板楼"
"1624764975-9850","https://hz.lianjia.com/ershoufang/yuhang/pg18","次顶层，不临街，诚心卖，可签约","华夏四季","925万","单价66845元/平米","未来科技城","4室2厅 | 138.38平米 | 南 | 精装 | 高楼层(共8层)  | 板楼"
"1624764993-10001","https://hz.lianjia.com/ershoufang/yuhang/pg13","刚需三房，近地铁，看房方便，房东诚售","众安学君里","370万","单价31232元/平米","未来科技城","3室2厅 | 118.47平米 | 南 | 精装 | 高楼层(共24层)  | 板楼"
"1624764959-9709","https://hz.lianjia.com/ershoufang/yuhang/pg23","融创品质好楼层次新房，环境优美诚心出售。有车位","融创金成未来海","415万","单价51027元/平米","闲林","3室2厅 | 81.33平米 | 南 | 精装 | 18层  | 板楼"
"1624764895-9115","https://hz.lianjia.com/ershoufang/yuhang/pg42","精装修，色彩搭配得好，保养得好，楼层好，视野广","融创金成西溪海","550万","单价41873元/平米","闲林","3室2厅 | 131.35平米 | 南 | 精装 | 18层  | 板塔结合"
"1624764953-9622","https://hz.lianjia.com/ershoufang/yuhang/pg25","自住精装，满5年，中间楼层，视野好","竹海水韵","340万","单价38501元/平米","闲林","3室2厅 | 88.31平米 | 南 北 | 精装 | 18层  | 板楼"
"1624764979-9866","https://hz.lianjia.com/ershoufang/yuhang/pg17","小区中间位置，中间楼层，无遮挡，满二，带车位","翡翠城二期","480万","单价33077元/平米","翡翠城","4室2厅 | 145.12平米 | 南 西南 北 | 简装 | 13层  | 板楼"
"1624764997-10013","https://hz.lianjia.com/ershoufang/yuhang/pg12","未来科技城近阿里，绿城出品自住精装带地暖，诚心出售","翡翠城三期","670万","单价48888元/平米","翡翠城","3室2厅 | 137.05平米 | 南 北 | 精装 | 12层  | 板楼"
"1624764753-7827","https://hz.lianjia.com/ershoufang/yuhang/pg85","次新房，一梯一户，采光佳，户型方正，视野开阔。","卓越蔚蓝领秀二期","245万","单价27603元/平米","星桥","3室2厅 | 88.76平米 | 南 | 毛坯 | 低楼层(共17层)  | 板楼"
"1624764731-7649","https://hz.lianjia.com/ershoufang/yuhang/pg91","50年产权带阳台民用电的精装公寓，业主诚心卖看房方便","未来悦","315万","单价38627元/平米","未来科技城","3室2厅 | 81.55平米 | 南 | 精装 | 9层  | 板楼"
"1624764926-9384","https://hz.lianjia.com/ershoufang/yuhang/pg33","绿城物业 诚心出售 看房方便 环境优美","绿城桃源小镇品霞苑","290万","单价32813元/平米","闲林","3室2厅 | 88.38平米 | 南 北 | 毛坯 | 中楼层(共29层)  | 板楼"
"1624764873-8929","https://hz.lianjia.com/ershoufang/yuhang/pg49","绿城管理，户型方正，业主诚心出售","金岸提香","310万","单价26278元/平米","闲林","3室1厅 | 117.97平米 | 南 | 毛坯 | 16层  | 板楼"
"1624764963-9720","https://hz.lianjia.com/ershoufang/yuhang/pg22","绿城服务，三开间朝南 大阳台 环境舒适，品质居住","绿城桃源小镇","349万","单价40152元/平米","闲林","3室2厅 | 86.92平米 | 南 | 简装 | 18层  | 板塔结合"
"1624764757-7880","https://hz.lianjia.com/ershoufang/yuhang/pg84","次新小区  三房两卫高层毛坯房 品质小区看房方便","卓越蔚蓝领秀二期","250万","单价27912元/平米","星桥","3室2厅 | 89.57平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼"
"1624764743-7752","https://hz.lianjia.com/ershoufang/yuhang/pg88","次新小区 精装小三房  带车位 诚心出售","金辉贤林信步","300万","单价33412元/平米","小和山","3室2厅 | 89.79平米 | 南 北 | 精装 | 中楼层(共25层)  | 板楼"
"1624764907-9241","https://hz.lianjia.com/ershoufang/yuhang/pg38","房子满二，税费低，边套视野开阔","青枫墅园三期","420万","单价46860元/平米","未来科技城","3室2厅 | 89.63平米 | 南 | 精装 | 低楼层(共30层)  | 板楼"
"1624764712-7507","https://hz.lianjia.com/ershoufang/yuhang/pg96","高层精装修东边套视野采光好满五唯一诚心出售带车位","东海闲湖城印象加州","440万","单价37295元/平米","闲林","4室2厅 | 117.98平米 | 南 | 精装 | 32层  | 塔楼"
"1624764834-8553","https://hz.lianjia.com/ershoufang/yuhang/pg61","青枫墅园 房东自住三房 看房方便","青枫墅园三期","450万","单价50023元/平米","未来科技城","3室2厅 | 89.96平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合"
"1624764761-7893","https://hz.lianjia.com/ershoufang/yuhang/pg83","卓悦华庭，楼层好，带车位，地铁口300米","卓越蔚蓝领秀二期","246万","单价27410元/平米","星桥","3室2厅 | 89.75平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板楼"
"1624764929-9427","https://hz.lianjia.com/ershoufang/yuhang/pg32","绿城物业，24小时安保，户型通透，配套齐全，","绿城桃源小镇品霞苑","338万","单价38664元/平米","闲林","3室2厅 | 87.42平米 | 南 | 精装 | 低楼层(共29层)  | 板楼"
"1624764790-8160","https://hz.lianjia.com/ershoufang/yuhang/pg74","开发商精装 视野开阔 楼层好，房东诚心出售","万科星空","650万","单价72311元/平米","未来科技城","3室2厅 | 89.89平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合"
"1624764870-8897","https://hz.lianjia.com/ershoufang/yuhang/pg50","房子不错，可以值得入手，房子价格实惠","恒厚阳光城","260万","单价31179元/平米","闲林","2室2厅 | 83.39平米 | 南 | 毛坯 | 低楼层(共10层)  | 板楼"
"1624765022-10278","https://hz.lianjia.com/ershoufang/yuhang/pg4","精装修  房东诚心卖 户型方正","雅居乐国际花园","252万","单价30605元/平米","闲林","2室2厅 | 82.34平米 | 南 | 精装 | 低楼层(共34层)  | 板楼"
"1624764716-7531","https://hz.lianjia.com/ershoufang/yuhang/pg95","融创金成西溪海 2室1厅 南 北","融创金成西溪海","430万","单价39389元/平米","闲林","2室1厅 | 109.17平米 | 南 北 | 精装 | 18层  | 板楼"
"1624764787-8151","https://hz.lianjia.com/ershoufang/yuhang/pg75","3.5米层高，90%得房率，可包阳台和设备间，随时看房","新湖菲林山","578万","单价65164元/平米","未来科技城","3室1厅 | 88.7平米 | 南 | 毛坯 | 高楼层(共11层)  | 板塔结合"
"1624765009-10161","https://hz.lianjia.com/ershoufang/yuhang/pg8","全新未入住，小区内人车分流，电梯洋房、万科物业。","万科缦云坊","270万","单价32449元/平米","良渚","3室2厅 | 83.21平米 | 南 | 精装 | 中楼层(共10层)  | 板楼"
"1624764753-7849","https://hz.lianjia.com/ershoufang/yuhang/pg85","精装好房全屋空调，诚心出售带车位 ，带地暖","翡翠城梧桐郡","520万","单价59065元/平米","翡翠城","3室2厅 | 88.04平米 | 南 | 精装 | 中楼层(共18层)  | 板楼"
"1624764790-8167","https://hz.lianjia.com/ershoufang/yuhang/pg74","此房朝南，视野采光通风好，三房，适合家庭居住","众安学君里","290万","单价32255元/平米","未来科技城","3室1厅 | 89.91平米 | 南 | 简装 | 中楼层(共24层)  | 板楼"
"1624764966-9769","https://hz.lianjia.com/ershoufang/yuhang/pg21","LOFT户型上下两层 中上楼层 采光充足 绿城物业","绿城桃源小镇","350万","单价40046元/平米","闲林","3室2厅 | 87.4平米 | 南 | 简装 | 33层  | 板塔结合"
"1624765006-10117","https://hz.lianjia.com/ershoufang/yuhang/pg9","融信澜天89方小户型地铁口，配套齐全，","融信澜天","340万","单价38117元/平米","良渚","3室2厅 | 89.2平米 | 南 | 精装 | 34层  | 板楼"
"1624764739-7708","https://hz.lianjia.com/ershoufang/yuhang/pg89","次新小区配套齐全，楼层好采光充足，","海德公园","365万","单价43923元/平米","勾庄","3室2厅 | 83.1平米 | 南 北 | 简装 | 低楼层(共26层)  | 塔楼"
"1624764898-9152","https://hz.lianjia.com/ershoufang/yuhang/pg41","罗兰小镇近排屋 视野好 绿城物业 看房方便","中港罗兰小镇","300万","单价33286元/平米","闲林","3室2厅 | 90.13平米 | 南 北 | 毛坯 | 12层  | 板塔结合"
"1624764926-9404","https://hz.lianjia.com/ershoufang/yuhang/pg33","江南府 精装边套户型 房东诚心出售","融创金成江南府","380万","单价42454元/平米","闲林","3室2厅 | 89.51平米 | 南 | 精装 | 高楼层(共26层)  | 板楼"
"1624764983-9916","https://hz.lianjia.com/ershoufang/yuhang/pg16","盛世嘉园 小面积住宅，刚需好机会","盛世嘉园","99万","单价25450元/平米","闲林","1室0厅 | 38.9平米 | 北 | 精装 | 高楼层(共18层)  | 板楼"
"1624764700-7418","https://hz.lianjia.com/ershoufang/yuhang/pg99","南向视野开阔，无遮挡，光线好 ，双阳台，","和昌府","350万","单价40235元/平米","良渚","3室1厅 | 86.99平米 | 东 | 毛坯 | 18层  | 板楼"
